repetition,apk,category,generating_script,true_positive,successful,time,category_precision,category_recall,category_fmeasure,run_precision,run_recall,run_fmeasure
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/AndroidSpecific/DirectLeak1.apk,AndroidSpecific,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,TRUE,TRUE,68072,1,0.5,0.666666667,0.873417722,0.43125,0.577405858
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/AndroidSpecific/InactiveActivity.apk,AndroidSpecific,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,FALSE,TRUE,60272,1,0.5,0.666666667,0.873417722,0.43125,0.577405858
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/AndroidSpecific/Library2.apk,AndroidSpecific,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,TRUE,TRUE,61016,1,0.5,0.666666667,0.873417722,0.43125,0.577405858
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/AndroidSpecific/Obfuscation1.apk,AndroidSpecific,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,TRUE,TRUE,63866,1,0.5,0.666666667,0.873417722,0.43125,0.577405858
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/AndroidSpecific/Parcel1.apk,AndroidSpecific,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,TRUE,FALSE,70922,1,0.5,0.666666667,0.873417722,0.43125,0.577405858
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/AndroidSpecific/PrivateDataLeak1.apk,AndroidSpecific,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,TRUE,FALSE,68629,1,0.5,0.666666667,0.873417722,0.43125,0.577405858
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/AndroidSpecific/PrivateDataLeak2.apk,AndroidSpecific,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,TRUE,FALSE,65661,1,0.5,0.666666667,0.873417722,0.43125,0.577405858
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/AndroidSpecific/PrivateDataLeak3.apk,AndroidSpecific,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,TRUE,FALSE,62503,1,0.5,0.666666667,0.873417722,0.43125,0.577405858
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/AndroidSpecific/PublicAPIField1.apk,AndroidSpecific,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,TRUE,TRUE,53483,1,0.5,0.666666667,0.873417722,0.43125,0.577405858
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/AndroidSpecific/PublicAPIField2.apk,AndroidSpecific,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,TRUE,TRUE,59359,1,0.5,0.666666667,0.873417722,0.43125,0.577405858
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/AndroidSpecific/View1.apk,AndroidSpecific,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,TRUE,FALSE,56210,1,0.5,0.666666667,0.873417722,0.43125,0.577405858
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/ArraysAndLists/ArrayAccess1.apk,ArraysAndLists,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,FALSE,FALSE,61895,0.428571429,0.75,0.545454545,0.873417722,0.43125,0.577405858
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/ArraysAndLists/ArrayAccess2.apk,ArraysAndLists,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,FALSE,FALSE,60639,0.428571429,0.75,0.545454545,0.873417722,0.43125,0.577405858
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/ArraysAndLists/ArrayAccess3.apk,ArraysAndLists,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,TRUE,TRUE,63147,0.428571429,0.75,0.545454545,0.873417722,0.43125,0.577405858
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/ArraysAndLists/ArrayAccess4.apk,ArraysAndLists,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,FALSE,TRUE,67519,0.428571429,0.75,0.545454545,0.873417722,0.43125,0.577405858
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/ArraysAndLists/ArrayAccess5.apk,ArraysAndLists,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,FALSE,TRUE,71641,0.428571429,0.75,0.545454545,0.873417722,0.43125,0.577405858
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/ArraysAndLists/ArrayCopy1.apk,ArraysAndLists,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,TRUE,FALSE,77439,0.428571429,0.75,0.545454545,0.873417722,0.43125,0.577405858
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/ArraysAndLists/ArrayToString1.apk,ArraysAndLists,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,TRUE,TRUE,75215,0.428571429,0.75,0.545454545,0.873417722,0.43125,0.577405858
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/ArraysAndLists/HashMapAccess1.apk,ArraysAndLists,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,FALSE,FALSE,78760,0.428571429,0.75,0.545454545,0.873417722,0.43125,0.577405858
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/ArraysAndLists/ListAccess1.apk,ArraysAndLists,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,FALSE,FALSE,69810,0.428571429,0.75,0.545454545,0.873417722,0.43125,0.577405858
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/ArraysAndLists/MultidimensionalArray1.apk,ArraysAndLists,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,TRUE,TRUE,80700,0.428571429,0.75,0.545454545,0.873417722,0.43125,0.577405858
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Callbacks/AnonymousClass1.apk,Callbacks,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,TRUE,FALSE,70134,0.833333333,0.357142857,0.5,0.873417722,0.43125,0.577405858
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Callbacks/Button1.apk,Callbacks,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,TRUE,TRUE,66006,0.833333333,0.357142857,0.5,0.873417722,0.43125,0.577405858
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Callbacks/Button2.apk,Callbacks,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,TRUE,TRUE,68288,0.833333333,0.357142857,0.5,0.873417722,0.43125,0.577405858
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Callbacks/Button2.apk,Callbacks,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,TRUE,TRUE,73603,0.833333333,0.357142857,0.5,0.873417722,0.43125,0.577405858
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Callbacks/Button2.apk,Callbacks,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,TRUE,TRUE,77575,0.833333333,0.357142857,0.5,0.873417722,0.43125,0.577405858
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Callbacks/Button2.apk,Callbacks,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,FALSE,TRUE,74877,0.833333333,0.357142857,0.5,0.873417722,0.43125,0.577405858
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Callbacks/Button3.apk,Callbacks,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,TRUE,FALSE,68610,0.833333333,0.357142857,0.5,0.873417722,0.43125,0.577405858
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Callbacks/Button4.apk,Callbacks,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,TRUE,FALSE,66539,0.833333333,0.357142857,0.5,0.873417722,0.43125,0.577405858
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Callbacks/Button5.apk,Callbacks,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,TRUE,FALSE,68327,0.833333333,0.357142857,0.5,0.873417722,0.43125,0.577405858
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Callbacks/LocationLeak1.apk,Callbacks,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,TRUE,FALSE,71801,0.833333333,0.357142857,0.5,0.873417722,0.43125,0.577405858
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Callbacks/LocationLeak2.apk,Callbacks,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,TRUE,FALSE,67609,0.833333333,0.357142857,0.5,0.873417722,0.43125,0.577405858
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Callbacks/LocationLeak3.apk,Callbacks,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/Amandroid/single_conf/config_Amandroid_default.xml,TRUE,FALSE,72197,0.833333333,0.357142857,0.5,0.873417722,0.43125,0.577405858
