repetition,apk,generating_script,num_flows,time,total_TP,detected_TP,total_FP,detected_FP,completed,run_time,option_under_investigation,kcontext
3,org.ninthfloor.copperpdf_4.apk,config_Amandroid_default.xml,0,44624.81845,0,0,0,0,1,8524496.046,kcontext,1
3,com.miqote.shanawp_10.apk,config_Amandroid_default.xml,0,46368.47201,0,0,0,0,1,8524496.046,kcontext,1
3,org.jfedor.frozenbubble_54.apk,config_Amandroid_default.xml,0,47627.45828,6,0,42,0,1,8524496.046,kcontext,1
3,eu.polarclock_10.apk,config_Amandroid_default.xml,0,45613.59937,0,0,0,0,1,8524496.046,kcontext,1
3,jackpal.androidterm_72.apk,config_Amandroid_default.xml,0,43642.7811,1,0,40,0,1,8524496.046,kcontext,1
3,org.jsl.wfwt_14.apk,config_Amandroid_default.xml,0,44621.6207,4,0,53,0,1,8524496.046,kcontext,1
3,com.gitlab.ardash.appleflinger.android_1005006.apk,config_Amandroid_default.xml,0,46590.67966,0,0,0,0,1,8524496.046,kcontext,1
3,io.github.lonamiwebs.klooni_820.apk,config_Amandroid_default.xml,0,45664.45847,0,0,0,0,1,8524496.046,kcontext,1
3,pt.isec.tp.am_4.apk,config_Amandroid_default.xml,0,46141.77532,1,0,2,0,1,8524496.046,kcontext,1
3,net.osmand.plus_355.apk,config_Amandroid_default.xml,0,7214810.746,0,0,5,0,0,8524496.046,kcontext,1
3,io.github.alketii.mightyknight_1.apk,config_Amandroid_default.xml,0,47294.68245,0,0,0,0,1,8524496.046,kcontext,1
3,com.github.yeriomin.workoutlog_2.apk,config_Amandroid_default.xml,0,46607.54051,0,0,12,0,1,8524496.046,kcontext,1
3,net.khertan.forrunners_101030.apk,config_Amandroid_default.xml,0,47501.59693,0,0,0,0,1,8524496.046,kcontext,1
3,org.dnaq.dialer2_17.apk,config_Amandroid_default.xml,0,47119.51624,10,0,97,0,1,8524496.046,kcontext,1
3,nya.miku.wishmaster_54.apk,config_Amandroid_default.xml,0,46769.29777,3,0,82,0,1,8524496.046,kcontext,1
3,org.tuxpaint_923.apk,config_Amandroid_default.xml,0,50223.36039,4,0,0,0,1,8524496.046,kcontext,1
3,org.zamedev.gloomydungeons2.opensource_1602221800.apk,config_Amandroid_default.xml,0,47228.87923,0,0,0,0,1,8524496.046,kcontext,1
3,com.notriddle.budget_44.apk,config_Amandroid_default.xml,0,47136.49976,2,0,8,0,1,8524496.046,kcontext,1
1,anupam.acrylic_17.apk,config_Amandroid_kcontext0.xml,0,164221.6492,0,0,28,0,1,34467459.81,kcontext,0
1,com.angrydoughnuts.android.alarmclock_15.apk,config_Amandroid_kcontext0.xml,16,441478.8265,27,10,215,6,1,34467459.81,kcontext,0
1,com.github.yeriomin.workoutlog_2.apk,config_Amandroid_kcontext0.xml,0,556242.9609,0,0,12,0,1,34467459.81,kcontext,0
1,com.gitlab.ardash.appleflinger.android_1005006.apk,config_Amandroid_kcontext0.xml,0,98806.11967,0,0,0,0,1,34467459.81,kcontext,0
1,com.miqote.shanawp_10.apk,config_Amandroid_kcontext0.xml,0,164716.5553,0,0,0,0,1,34467459.81,kcontext,0
1,com.notriddle.budget_44.apk,config_Amandroid_kcontext0.xml,3,137328.6957,2,2,8,1,1,34467459.81,kcontext,0
1,com.nutomic.ensichat_17.apk,config_Amandroid_kcontext0.xml,0,2734914.457,0,0,0,0,1,34467459.81,kcontext,0
1,daniel_32.flexiblewallpaper_2.apk,config_Amandroid_kcontext0.xml,0,94941.53424,1,0,0,0,1,34467459.81,kcontext,0
1,eu.kanade.tachiyomi_41.apk,config_Amandroid_kcontext0.xml,0,7205414.681,1,0,0,0,0,34467459.81,kcontext,0
1,eu.polarclock_10.apk,config_Amandroid_kcontext0.xml,0,83655.5089,0,0,0,0,1,34467459.81,kcontext,0
1,io.github.alketii.mightyknight_1.apk,config_Amandroid_kcontext0.xml,0,130858.3053,0,0,0,0,1,34467459.81,kcontext,0
1,io.github.lonamiwebs.klooni_820.apk,config_Amandroid_kcontext0.xml,0,96732.69857,0,0,0,0,1,34467459.81,kcontext,0
1,jackpal.androidterm_72.apk,config_Amandroid_kcontext0.xml,0,1665321.829,1,0,40,0,1,34467459.81,kcontext,0
1,net.khertan.forrunners_101030.apk,config_Amandroid_kcontext0.xml,0,116932.5766,0,0,0,0,1,34467459.81,kcontext,0
1,net.osmand.plus_355.apk,config_Amandroid_kcontext0.xml,0,7219403.662,0,0,5,0,0,34467459.81,kcontext,0
1,net.tedstein.AndroSS_17.apk,config_Amandroid_kcontext0.xml,0,364427.1232,4,0,42,0,1,34467459.81,kcontext,0
1,net.zygotelabs.locker_11.apk,config_Amandroid_kcontext0.xml,0,125508.5292,0,0,0,0,1,34467459.81,kcontext,0
1,nya.miku.wishmaster_54.apk,config_Amandroid_kcontext0.xml,0,3998008.984,3,0,82,0,1,34467459.81,kcontext,0
1,org.dnaq.dialer2_17.apk,config_Amandroid_kcontext0.xml,0,469154.0587,10,0,97,0,1,34467459.81,kcontext,0
1,org.dyndns.sven_ola.debian_kit_6.apk,config_Amandroid_kcontext0.xml,0,247369.2802,2,0,19,0,1,34467459.81,kcontext,0
1,org.jfedor.frozenbubble_54.apk,config_Amandroid_kcontext0.xml,0,1255719.48,6,0,42,0,1,34467459.81,kcontext,0
1,org.jsl.wfwt_14.apk,config_Amandroid_kcontext0.xml,0,1025310.876,4,0,53,0,1,34467459.81,kcontext,0
1,org.ninthfloor.copperpdf_4.apk,config_Amandroid_kcontext0.xml,0,392237.6473,0,0,0,0,1,34467459.81,kcontext,0
1,org.tuxpaint_923.apk,config_Amandroid_kcontext0.xml,0,318124.7584,4,0,0,0,1,34467459.81,kcontext,0
1,org.zamedev.gloomydungeons2.opensource_1602221800.apk,config_Amandroid_kcontext0.xml,0,668576.6545,0,0,0,0,1,34467459.81,kcontext,0
1,protect.budgetwatch_29.apk,config_Amandroid_kcontext0.xml,0,671276.9996,2,0,23,0,1,34467459.81,kcontext,0
1,pt.isec.tp.am_4.apk,config_Amandroid_kcontext0.xml,0,209694.9226,1,0,2,0,1,34467459.81,kcontext,0
1,ru.henridellal.dialer_10.apk,config_Amandroid_kcontext0.xml,0,535609.9639,7,0,33,0,1,34467459.81,kcontext,0
1,trikita.talalarmo_19.apk,config_Amandroid_kcontext0.xml,1,842727.5627,0,0,0,0,1,34467459.81,kcontext,0
1,uk.co.yahoo.p1rpp.calendartrigger_7.apk,config_Amandroid_kcontext0.xml,8,2432742.907,0,0,0,0,1,34467459.81,kcontext,0
2,pt.isec.tp.am_4.apk,config_Amandroid_kcontext0.xml,0,41043.54216,1,0,2,0,1,1373895.55,kcontext,0
2,org.tuxpaint_923.apk,config_Amandroid_kcontext0.xml,0,44859.04342,4,0,0,0,1,1373895.55,kcontext,0
2,daniel_32.flexiblewallpaper_2.apk,config_Amandroid_kcontext0.xml,0,41289.33254,1,0,0,0,1,1373895.55,kcontext,0
2,protect.budgetwatch_29.apk,config_Amandroid_kcontext0.xml,0,41017.14623,2,0,23,0,1,1373895.55,kcontext,0
2,io.github.lonamiwebs.klooni_820.apk,config_Amandroid_kcontext0.xml,0,42838.31519,0,0,0,0,1,1373895.55,kcontext,0
2,org.jfedor.frozenbubble_54.apk,config_Amandroid_kcontext0.xml,0,43363.5001,6,0,42,0,1,1373895.55,kcontext,0
2,eu.kanade.tachiyomi_41.apk,config_Amandroid_kcontext0.xml,0,43899.5751,1,0,0,0,1,1373895.55,kcontext,0
2,com.gitlab.ardash.appleflinger.android_1005006.apk,config_Amandroid_kcontext0.xml,0,43699.36082,0,0,0,0,1,1373895.55,kcontext,0
2,org.zamedev.gloomydungeons2.opensource_1602221800.apk,config_Amandroid_kcontext0.xml,0,41807.73908,0,0,0,0,1,1373895.55,kcontext,0
2,nya.miku.wishmaster_54.apk,config_Amandroid_kcontext0.xml,0,42893.90759,3,0,82,0,1,1373895.55,kcontext,0
2,io.github.alketii.mightyknight_1.apk,config_Amandroid_kcontext0.xml,0,43910.59096,0,0,0,0,1,1373895.55,kcontext,0
2,com.miqote.shanawp_10.apk,config_Amandroid_kcontext0.xml,0,43699.87476,0,0,0,0,1,1373895.55,kcontext,0
2,net.khertan.forrunners_101030.apk,config_Amandroid_kcontext0.xml,0,42549.89193,0,0,0,0,1,1373895.55,kcontext,0
2,net.osmand.plus_355.apk,config_Amandroid_kcontext0.xml,0,117627.6886,0,0,5,0,1,1373895.55,kcontext,0
2,org.ninthfloor.copperpdf_4.apk,config_Amandroid_kcontext0.xml,0,44144.14601,0,0,0,0,1,1373895.55,kcontext,0
2,org.jsl.wfwt_14.apk,config_Amandroid_kcontext0.xml,0,44122.38723,4,0,53,0,1,1373895.55,kcontext,0
2,uk.co.yahoo.p1rpp.calendartrigger_7.apk,config_Amandroid_kcontext0.xml,0,44176.15034,0,0,0,0,1,1373895.55,kcontext,0
2,trikita.talalarmo_19.apk,config_Amandroid_kcontext0.xml,0,44122.93686,0,0,0,0,1,1373895.55,kcontext,0
2,com.nutomic.ensichat_17.apk,config_Amandroid_kcontext0.xml,0,44998.79828,0,0,0,0,1,1373895.55,kcontext,0
2,net.tedstein.AndroSS_17.apk,config_Amandroid_kcontext0.xml,0,44119.28655,4,0,42,0,1,1373895.55,kcontext,0
2,org.dyndns.sven_ola.debian_kit_6.apk,config_Amandroid_kcontext0.xml,0,43268.89211,2,0,19,0,1,1373895.55,kcontext,0
2,com.notriddle.budget_44.apk,config_Amandroid_kcontext0.xml,0,44152.76565,2,0,8,0,1,1373895.55,kcontext,0
2,com.github.yeriomin.workoutlog_2.apk,config_Amandroid_kcontext0.xml,0,43622.55952,0,0,12,0,1,1373895.55,kcontext,0
2,ru.henridellal.dialer_10.apk,config_Amandroid_kcontext0.xml,0,42642.86158,7,0,33,0,1,1373895.55,kcontext,0
2,org.dnaq.dialer2_17.apk,config_Amandroid_kcontext0.xml,0,42642.59615,10,0,97,0,1,1373895.55,kcontext,0
2,com.angrydoughnuts.android.alarmclock_15.apk,config_Amandroid_kcontext0.xml,0,43642.28503,27,0,215,0,1,1373895.55,kcontext,0
2,net.zygotelabs.locker_11.apk,config_Amandroid_kcontext0.xml,0,43271.77872,0,0,0,0,1,1373895.55,kcontext,0
2,anupam.acrylic_17.apk,config_Amandroid_kcontext0.xml,0,44131.41343,0,0,28,0,1,1373895.55,kcontext,0
2,jackpal.androidterm_72.apk,config_Amandroid_kcontext0.xml,0,42705.08053,1,0,40,0,1,1373895.55,kcontext,0
2,eu.polarclock_10.apk,config_Amandroid_kcontext0.xml,0,43632.10316,0,0,0,0,1,1373895.55,kcontext,0
3,org.dnaq.dialer2_17.apk,config_Amandroid_kcontext0.xml,0,44891.96255,10,0,97,0,1,8458688.68,kcontext,0
3,net.tedstein.AndroSS_17.apk,config_Amandroid_kcontext0.xml,0,44719.4284,4,0,42,0,1,8458688.68,kcontext,0
3,io.github.alketii.mightyknight_1.apk,config_Amandroid_kcontext0.xml,0,46511.63964,0,0,0,0,1,8458688.68,kcontext,0
3,org.zamedev.gloomydungeons2.opensource_1602221800.apk,config_Amandroid_kcontext0.xml,0,20346.82288,0,0,0,0,1,8458688.68,kcontext,0
3,org.jsl.wfwt_14.apk,config_Amandroid_kcontext0.xml,0,43714.42467,4,0,53,0,1,8458688.68,kcontext,0
3,nya.miku.wishmaster_54.apk,config_Amandroid_kcontext0.xml,0,44330.95139,3,0,82,0,1,8458688.68,kcontext,0
3,uk.co.yahoo.p1rpp.calendartrigger_7.apk,config_Amandroid_kcontext0.xml,0,45274.24684,0,0,0,0,1,8458688.68,kcontext,0
3,com.nutomic.ensichat_17.apk,config_Amandroid_kcontext0.xml,0,18905.76189,0,0,0,0,1,8458688.68,kcontext,0
3,eu.kanade.tachiyomi_41.apk,config_Amandroid_kcontext0.xml,0,20262.93015,1,0,0,0,1,8458688.68,kcontext,0
3,com.notriddle.budget_44.apk,config_Amandroid_kcontext0.xml,0,45247.77428,2,0,8,0,1,8458688.68,kcontext,0
3,org.tuxpaint_923.apk,config_Amandroid_kcontext0.xml,0,48872.74961,4,0,0,0,1,8458688.68,kcontext,0
3,ru.henridellal.dialer_10.apk,config_Amandroid_kcontext0.xml,0,44731.70923,7,0,33,0,1,8458688.68,kcontext,0
3,eu.polarclock_10.apk,config_Amandroid_kcontext0.xml,0,44676.19553,0,0,0,0,1,8458688.68,kcontext,0
3,pt.isec.tp.am_4.apk,config_Amandroid_kcontext0.xml,0,46802.02347,1,0,2,0,1,8458688.68,kcontext,0
3,trikita.talalarmo_19.apk,config_Amandroid_kcontext0.xml,0,46217.97649,0,0,0,0,1,8458688.68,kcontext,0
3,com.angrydoughnuts.android.alarmclock_15.apk,config_Amandroid_kcontext0.xml,0,43442.04815,27,0,215,0,1,8458688.68,kcontext,0
3,org.ninthfloor.copperpdf_4.apk,config_Amandroid_kcontext0.xml,0,46223.50574,0,0,0,0,1,8458688.68,kcontext,0
3,anupam.acrylic_17.apk,config_Amandroid_kcontext0.xml,0,46729.13185,0,0,28,0,1,8458688.68,kcontext,0
3,net.osmand.plus_355.apk,config_Amandroid_kcontext0.xml,0,7214647.966,0,0,5,0,0,8458688.68,kcontext,0
3,org.dyndns.sven_ola.debian_kit_6.apk,config_Amandroid_kcontext0.xml,0,43696.7501,2,0,19,0,1,8458688.68,kcontext,0
3,org.jfedor.frozenbubble_54.apk,config_Amandroid_kcontext0.xml,0,46748.10394,6,0,42,0,1,8458688.68,kcontext,0
3,io.github.lonamiwebs.klooni_820.apk,config_Amandroid_kcontext0.xml,0,46455.42794,0,0,0,0,1,8458688.68,kcontext,0
3,protect.budgetwatch_29.apk,config_Amandroid_kcontext0.xml,0,44278.42837,2,0,23,0,1,8458688.68,kcontext,0
3,com.gitlab.ardash.appleflinger.android_1005006.apk,config_Amandroid_kcontext0.xml,0,47677.03706,0,0,0,0,1,8458688.68,kcontext,0
3,net.zygotelabs.locker_11.apk,config_Amandroid_kcontext0.xml,0,46209.70519,0,0,0,0,1,8458688.68,kcontext,0
3,jackpal.androidterm_72.apk,config_Amandroid_kcontext0.xml,0,44736.54211,1,0,40,0,1,8458688.68,kcontext,0
3,daniel_32.flexiblewallpaper_2.apk,config_Amandroid_kcontext0.xml,0,45251.25308,1,0,0,0,1,8458688.68,kcontext,0
3,com.miqote.shanawp_10.apk,config_Amandroid_kcontext0.xml,0,45380.48355,0,0,0,0,1,8458688.68,kcontext,0
3,com.github.yeriomin.workoutlog_2.apk,config_Amandroid_kcontext0.xml,0,44867.03411,0,0,12,0,1,8458688.68,kcontext,0
3,net.khertan.forrunners_101030.apk,config_Amandroid_kcontext0.xml,0,46838.66548,0,0,0,0,1,8458688.68,kcontext,0
1,anupam.acrylic_17.apk,config_Amandroid_kcontext10.xml,0,42498.91932,0,0,28,0,1,1271399.566,kcontext,10
1,com.angrydoughnuts.android.alarmclock_15.apk,config_Amandroid_kcontext10.xml,0,45538.47682,27,0,215,0,1,1271399.566,kcontext,10
1,com.github.yeriomin.workoutlog_2.apk,config_Amandroid_kcontext10.xml,0,42541.34423,0,0,12,0,1,1271399.566,kcontext,10
1,com.gitlab.ardash.appleflinger.android_1005006.apk,config_Amandroid_kcontext10.xml,0,47047.50976,0,0,0,0,1,1271399.566,kcontext,10
1,com.miqote.shanawp_10.apk,config_Amandroid_kcontext10.xml,0,41449.86084,0,0,0,0,1,1271399.566,kcontext,10
1,com.notriddle.budget_44.apk,config_Amandroid_kcontext10.xml,0,45565.06121,2,0,8,0,1,1271399.566,kcontext,10
1,com.nutomic.ensichat_17.apk,config_Amandroid_kcontext10.xml,0,43514.86903,0,0,0,0,1,1271399.566,kcontext,10
1,daniel_32.flexiblewallpaper_2.apk,config_Amandroid_kcontext10.xml,0,41231.49636,1,0,0,0,1,1271399.566,kcontext,10
1,eu.kanade.tachiyomi_41.apk,config_Amandroid_kcontext10.xml,0,45537.72981,1,0,0,0,1,1271399.566,kcontext,10
1,eu.polarclock_10.apk,config_Amandroid_kcontext10.xml,0,42498.00685,0,0,0,0,1,1271399.566,kcontext,10
1,io.github.alketii.mightyknight_1.apk,config_Amandroid_kcontext10.xml,0,43103.38675,0,0,0,0,1,1271399.566,kcontext,10
1,io.github.lonamiwebs.klooni_820.apk,config_Amandroid_kcontext10.xml,0,45797.6367,0,0,0,0,1,1271399.566,kcontext,10
1,jackpal.androidterm_72.apk,config_Amandroid_kcontext10.xml,0,41229.44425,1,0,40,0,1,1271399.566,kcontext,10
1,net.khertan.forrunners_101030.apk,config_Amandroid_kcontext10.xml,0,45629.56666,0,0,0,0,1,1271399.566,kcontext,10
1,net.osmand.plus_355.apk,config_Amandroid_kcontext10.xml,0,74265.60845,0,0,5,0,1,1271399.566,kcontext,10
1,net.tedstein.AndroSS_17.apk,config_Amandroid_kcontext10.xml,0,19357.23304,4,0,42,0,1,1271399.566,kcontext,10
1,net.zygotelabs.locker_11.apk,config_Amandroid_kcontext10.xml,0,42498.96259,0,0,0,0,1,1271399.566,kcontext,10
1,nya.miku.wishmaster_54.apk,config_Amandroid_kcontext10.xml,0,42218.30631,3,0,82,0,1,1271399.566,kcontext,10
1,org.dnaq.dialer2_17.apk,config_Amandroid_kcontext10.xml,0,41230.07336,10,0,97,0,1,1271399.566,kcontext,10
1,org.dyndns.sven_ola.debian_kit_6.apk,config_Amandroid_kcontext10.xml,0,41229.39106,2,0,19,0,1,1271399.566,kcontext,10
1,org.jfedor.frozenbubble_54.apk,config_Amandroid_kcontext10.xml,0,47294.34386,6,0,42,0,1,1271399.566,kcontext,10
1,org.jsl.wfwt_14.apk,config_Amandroid_kcontext10.xml,0,36581.21693,4,0,53,0,1,1271399.566,kcontext,10
1,org.ninthfloor.copperpdf_4.apk,config_Amandroid_kcontext10.xml,0,36849.10565,0,0,0,0,1,1271399.566,kcontext,10
1,org.tuxpaint_923.apk,config_Amandroid_kcontext10.xml,0,47540.31129,4,0,0,0,1,1271399.566,kcontext,10
1,org.zamedev.gloomydungeons2.opensource_1602221800.apk,config_Amandroid_kcontext10.xml,0,47240.21953,0,0,0,0,1,1271399.566,kcontext,10
1,protect.budgetwatch_29.apk,config_Amandroid_kcontext10.xml,0,42498.19644,2,0,23,0,1,1271399.566,kcontext,10
1,pt.isec.tp.am_4.apk,config_Amandroid_kcontext10.xml,0,41230.07739,1,0,2,0,1,1271399.566,kcontext,10
