repetition,apk,config,num_flows,time
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/net.tedstein.AndroSS_17.apk,config_Amandroid_kcontext0.xml,0,44719.4284
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/org.dnaq.dialer2_17.apk,config_Amandroid_kcontext0.xml,0,44891.96255
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/io.github.alketii.mightyknight_1.apk,config_Amandroid_kcontext0.xml,0,46511.63964
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/com.nutomic.ensichat_17.apk,config_Amandroid_kcontext0.xml,0,18905.76189
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/org.zamedev.gloomydungeons2.opensource_1602221800.apk,config_Amandroid_kcontext0.xml,0,20346.82288
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/eu.kanade.tachiyomi_41.apk,config_Amandroid_kcontext0.xml,0,20262.93015
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/org.jsl.wfwt_14.apk,config_Amandroid_kcontext0.xml,0,43714.42467
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/org.dyndns.sven_ola.debian_kit_6.apk,config_Amandroid_kcontext0.xml,0,43696.7501
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/com.angrydoughnuts.android.alarmclock_15.apk,config_Amandroid_kcontext0.xml,0,43442.04815
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/nya.miku.wishmaster_54.apk,config_Amandroid_kcontext0.xml,0,44330.95139
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/ru.henridellal.dialer_10.apk,config_Amandroid_kcontext0.xml,0,44731.70923
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/uk.co.yahoo.p1rpp.calendartrigger_7.apk,config_Amandroid_kcontext0.xml,0,45274.24684
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/pt.isec.tp.am_4.apk,config_Amandroid_kcontext0.xml,0,46802.02347
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/org.ninthfloor.copperpdf_4.apk,config_Amandroid_kcontext0.xml,0,46223.50574
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/com.notriddle.budget_44.apk,config_Amandroid_kcontext0.xml,0,45247.77428
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/org.tuxpaint_923.apk,config_Amandroid_kcontext0.xml,0,48872.74961
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/protect.budgetwatch_29.apk,config_Amandroid_kcontext0.xml,0,44278.42837
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/jackpal.androidterm_72.apk,config_Amandroid_kcontext0.xml,0,44736.54211
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/net.zygotelabs.locker_11.apk,config_Amandroid_kcontext0.xml,0,46209.70519
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/io.github.lonamiwebs.klooni_820.apk,config_Amandroid_kcontext0.xml,0,46455.42794
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/net.osmand.plus_355.apk,config_Amandroid_kcontext0.xml,0,7214647.966
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/eu.polarclock_10.apk,config_Amandroid_kcontext0.xml,0,44676.19553
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/anupam.acrylic_17.apk,config_Amandroid_kcontext0.xml,0,46729.13185
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/org.jfedor.frozenbubble_54.apk,config_Amandroid_kcontext0.xml,0,46748.10394
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/trikita.talalarmo_19.apk,config_Amandroid_kcontext0.xml,0,46217.97649
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/com.github.yeriomin.workoutlog_2.apk,config_Amandroid_kcontext0.xml,0,44867.03411
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/daniel_32.flexiblewallpaper_2.apk,config_Amandroid_kcontext0.xml,0,45251.25308
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/eu.kanade.tachiyomi_41.apk,config_Amandroid_default.xml,0,21842.31932
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/com.miqote.shanawp_10.apk,config_Amandroid_kcontext0.xml,0,45380.48355
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/jackpal.androidterm_72.apk,config_Amandroid_default.xml,0,43642.7811
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/protect.budgetwatch_29.apk,config_Amandroid_default.xml,0,43715.535
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/net.khertan.forrunners_101030.apk,config_Amandroid_kcontext0.xml,0,46838.66548
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/com.gitlab.ardash.appleflinger.android_1005006.apk,config_Amandroid_kcontext0.xml,0,47677.03706
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/daniel_32.flexiblewallpaper_2.apk,config_Amandroid_default.xml,0,43635.08486
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/ru.henridellal.dialer_10.apk,config_Amandroid_default.xml,0,44137.50815
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/org.jsl.wfwt_14.apk,config_Amandroid_default.xml,0,44621.6207
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/com.angrydoughnuts.android.alarmclock_15.apk,config_Amandroid_default.xml,0,44627.75333
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/org.ninthfloor.copperpdf_4.apk,config_Amandroid_default.xml,0,44624.81845
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/trikita.talalarmo_19.apk,config_Amandroid_default.xml,0,45127.86257
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/uk.co.yahoo.p1rpp.calendartrigger_7.apk,config_Amandroid_default.xml,0,45124.74113
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/net.tedstein.AndroSS_17.apk,config_Amandroid_default.xml,0,45630.05617
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/eu.polarclock_10.apk,config_Amandroid_default.xml,0,45613.59937
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/io.github.lonamiwebs.klooni_820.apk,config_Amandroid_default.xml,0,45664.45847
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/anupam.acrylic_17.apk,config_Amandroid_default.xml,0,45634.80264
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/pt.isec.tp.am_4.apk,config_Amandroid_default.xml,0,46141.77532
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/com.miqote.shanawp_10.apk,config_Amandroid_default.xml,0,46368.47201
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/org.dyndns.sven_ola.debian_kit_6.apk,config_Amandroid_default.xml,0,46141.96736
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/com.nutomic.ensichat_17.apk,config_Amandroid_default.xml,0,46654.33564
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/com.gitlab.ardash.appleflinger.android_1005006.apk,config_Amandroid_default.xml,0,46590.67966
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/net.zygotelabs.locker_11.apk,config_Amandroid_default.xml,0,46636.29685
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/io.github.alketii.mightyknight_1.apk,config_Amandroid_default.xml,0,47294.68245
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/nya.miku.wishmaster_54.apk,config_Amandroid_default.xml,0,46769.29777
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/org.dnaq.dialer2_17.apk,config_Amandroid_default.xml,0,47119.51624
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/com.github.yeriomin.workoutlog_2.apk,config_Amandroid_default.xml,0,46607.54051
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/org.zamedev.gloomydungeons2.opensource_1602221800.apk,config_Amandroid_default.xml,0,47228.87923
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/com.notriddle.budget_44.apk,config_Amandroid_default.xml,0,47136.49976
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/org.jfedor.frozenbubble_54.apk,config_Amandroid_default.xml,0,47627.45828
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/net.khertan.forrunners_101030.apk,config_Amandroid_default.xml,0,47501.59693
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/org.tuxpaint_923.apk,config_Amandroid_default.xml,0,50223.36039
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/net.osmand.plus_355.apk,config_Amandroid_default.xml,0,7214810.746
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/com.github.yeriomin.workoutlog_2.apk,config_Amandroid_kcontext2.xml,0,47309.32817
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/uk.co.yahoo.p1rpp.calendartrigger_7.apk,config_Amandroid_kcontext2.xml,0,47335.95073
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/nya.miku.wishmaster_54.apk,config_Amandroid_kcontext2.xml,0,47126.59375
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/org.dnaq.dialer2_17.apk,config_Amandroid_kcontext2.xml,0,47271.32488
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/com.nutomic.ensichat_17.apk,config_Amandroid_kcontext2.xml,0,47382.96759
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/ru.henridellal.dialer_10.apk,config_Amandroid_kcontext2.xml,0,47289.7238
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/jackpal.androidterm_72.apk,config_Amandroid_kcontext2.xml,0,47307.77353
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/com.miqote.shanawp_10.apk,config_Amandroid_kcontext2.xml,0,47392.69988
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/org.jsl.wfwt_14.apk,config_Amandroid_kcontext2.xml,0,47277.51394
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/net.khertan.forrunners_101030.apk,config_Amandroid_kcontext2.xml,0,49065.73676
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/anupam.acrylic_17.apk,config_Amandroid_kcontext2.xml,0,48764.65435
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/pt.isec.tp.am_4.apk,config_Amandroid_kcontext2.xml,0,48776.50102
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/net.zygotelabs.locker_11.apk,config_Amandroid_kcontext2.xml,0,48856.64053
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/daniel_32.flexiblewallpaper_2.apk,config_Amandroid_kcontext2.xml,0,48706.00851
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/org.zamedev.gloomydungeons2.opensource_1602221800.apk,config_Amandroid_kcontext2.xml,0,48596.27305
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/org.jfedor.frozenbubble_54.apk,config_Amandroid_kcontext2.xml,0,48834.88423
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/org.ninthfloor.copperpdf_4.apk,config_Amandroid_kcontext2.xml,0,48810.44201
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/io.github.lonamiwebs.klooni_820.apk,config_Amandroid_kcontext2.xml,0,49002.34722
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/net.tedstein.AndroSS_17.apk,config_Amandroid_kcontext2.xml,0,48791.70446
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/io.github.alketii.mightyknight_1.apk,config_Amandroid_kcontext2.xml,0,48936.29884
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/org.dyndns.sven_ola.debian_kit_6.apk,config_Amandroid_kcontext2.xml,0,48759.28626
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/com.gitlab.ardash.appleflinger.android_1005006.apk,config_Amandroid_kcontext2.xml,0,48767.62913
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/eu.kanade.tachiyomi_41.apk,config_Amandroid_kcontext2.xml,0,48621.96309
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/protect.budgetwatch_29.apk,config_Amandroid_kcontext2.xml,0,48628.02832
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/com.angrydoughnuts.android.alarmclock_15.apk,config_Amandroid_kcontext2.xml,0,48776.07926
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/com.notriddle.budget_44.apk,config_Amandroid_kcontext2.xml,0,48793.62772
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/trikita.talalarmo_19.apk,config_Amandroid_kcontext2.xml,0,48771.98209
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/eu.polarclock_10.apk,config_Amandroid_kcontext2.xml,0,50748.67026
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/org.tuxpaint_923.apk,config_Amandroid_kcontext2.xml,0,116144.6556
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/net.osmand.plus_355.apk,config_Amandroid_kcontext2.xml,0,7214795.528
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/pt.isec.tp.am_4.apk,config_Amandroid_kcontext3.xml,0,51236.1298
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/com.github.yeriomin.workoutlog_2.apk,config_Amandroid_kcontext3.xml,0,51164.68997
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/eu.polarclock_10.apk,config_Amandroid_kcontext3.xml,0,50961.29817
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/daniel_32.flexiblewallpaper_2.apk,config_Amandroid_kcontext3.xml,0,51186.8724
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/ru.henridellal.dialer_10.apk,config_Amandroid_kcontext3.xml,0,51126.46494
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/com.nutomic.ensichat_17.apk,config_Amandroid_kcontext3.xml,0,51099.11714
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/org.jsl.wfwt_14.apk,config_Amandroid_kcontext3.xml,0,51150.50921
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/org.dyndns.sven_ola.debian_kit_6.apk,config_Amandroid_kcontext3.xml,0,51163.19402
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/io.github.lonamiwebs.klooni_820.apk,config_Amandroid_kcontext3.xml,0,50811.66318
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/protect.budgetwatch_29.apk,config_Amandroid_kcontext3.xml,0,50661.33869
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/org.zamedev.gloomydungeons2.opensource_1602221800.apk,config_Amandroid_kcontext3.xml,0,51038.13227
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/net.tedstein.AndroSS_17.apk,config_Amandroid_kcontext3.xml,0,51242.64903
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/anupam.acrylic_17.apk,config_Amandroid_kcontext3.xml,0,51008.52907
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/com.angrydoughnuts.android.alarmclock_15.apk,config_Amandroid_kcontext3.xml,0,51143.08502
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/org.ninthfloor.copperpdf_4.apk,config_Amandroid_kcontext3.xml,0,50837.32704
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/uk.co.yahoo.p1rpp.calendartrigger_7.apk,config_Amandroid_kcontext3.xml,0,50913.31646
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/nya.miku.wishmaster_54.apk,config_Amandroid_kcontext3.xml,0,50893.91541
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/com.gitlab.ardash.appleflinger.android_1005006.apk,config_Amandroid_kcontext3.xml,0,50922.27392
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/trikita.talalarmo_19.apk,config_Amandroid_kcontext3.xml,0,51218.87476
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/io.github.alketii.mightyknight_1.apk,config_Amandroid_kcontext3.xml,0,50930.76128
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/org.jfedor.frozenbubble_54.apk,config_Amandroid_kcontext3.xml,0,51162.55521
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/jackpal.androidterm_72.apk,config_Amandroid_kcontext3.xml,0,51313.32526
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/eu.kanade.tachiyomi_41.apk,config_Amandroid_kcontext3.xml,0,50811.13187
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/com.notriddle.budget_44.apk,config_Amandroid_kcontext3.xml,0,51183.28398
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/org.dnaq.dialer2_17.apk,config_Amandroid_kcontext3.xml,0,51136.64935
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/com.miqote.shanawp_10.apk,config_Amandroid_kcontext3.xml,0,51222.14683
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/net.khertan.forrunners_101030.apk,config_Amandroid_kcontext3.xml,0,50915.91724
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/net.zygotelabs.locker_11.apk,config_Amandroid_kcontext3.xml,0,51182.14742
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/org.tuxpaint_923.apk,config_Amandroid_kcontext3.xml,0,53127.83239
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/net.osmand.plus_355.apk,config_Amandroid_kcontext3.xml,0,7214296.929
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/org.jfedor.frozenbubble_54.apk,config_Amandroid_kcontext4.xml,0,48948.43274
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/org.zamedev.gloomydungeons2.opensource_1602221800.apk,config_Amandroid_kcontext4.xml,0,49131.70409
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/org.tuxpaint_923.apk,config_Amandroid_kcontext4.xml,0,49258.87687
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/anupam.acrylic_17.apk,config_Amandroid_kcontext4.xml,0,49177.36952
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/daniel_32.flexiblewallpaper_2.apk,config_Amandroid_kcontext4.xml,0,49097.43992
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/net.zygotelabs.locker_11.apk,config_Amandroid_kcontext4.xml,0,49146.94459
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/net.tedstein.AndroSS_17.apk,config_Amandroid_kcontext4.xml,0,49238.24733
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/com.miqote.shanawp_10.apk,config_Amandroid_kcontext4.xml,0,49163.11096
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/nya.miku.wishmaster_54.apk,config_Amandroid_kcontext4.xml,0,49446.22198
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/org.dyndns.sven_ola.debian_kit_6.apk,config_Amandroid_kcontext4.xml,0,49220.95054
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/pt.isec.tp.am_4.apk,config_Amandroid_kcontext4.xml,0,49320.39955
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/io.github.lonamiwebs.klooni_820.apk,config_Amandroid_kcontext4.xml,0,49235.38829
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/uk.co.yahoo.p1rpp.calendartrigger_7.apk,config_Amandroid_kcontext4.xml,0,49251.43113
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/com.github.yeriomin.workoutlog_2.apk,config_Amandroid_kcontext4.xml,0,49196.63268
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/com.notriddle.budget_44.apk,config_Amandroid_kcontext4.xml,0,49217.03953
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/eu.polarclock_10.apk,config_Amandroid_kcontext4.xml,0,49194.68898
3,/home/asm140830/Documents/benchmarks/fossdroid/results/Amandroid/replication_3/com.angrydoughnuts.android.alarmclock_15.apk,config_Amandroid_kcontext4.xml,0,49241.19555
