repetition,apk,config,num_flows,time,aliasalgo,aplength,callbackanalyzer,codeelimination,cgalgo,dataflowsolver,implicit,maxcallbackspercomponent,maxcallbacksdepth,pathalgo,staticmode,taintwrapper,aliasflowins,nocallbacks,noexceptions,nothischainreduction,onesourceatatime,onecomponentatatime,pathspecificresults,enablereflection,singlejoinpointabstraction,complete,incomplete
1,com.audible.application.apk,config_FlowDroid_0.xml,291,4188263.883,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0
1,com.audible.application.apk,config_FlowDroid_1.xml,0,253365.8989,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_10.xml,0,7212605.178,NONE,4,DEFAULT,REMOVECODE,GEOM,FLOWINSENSITIVE,ALL,1,1,SOURCESONLY,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,-1
1,com.audible.application.apk,config_FlowDroid_100.xml,0,7219163.871,PTSBASED,3,DEFAULT,NONE,CHA,CONTEXTFLOWSENSITIVE,NONE,1,600,SOURCESONLY,CONTEXTFLOWSENSITIVE,DEFAULTFALLBACK,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,-1
1,com.audible.application.apk,config_FlowDroid_101.xml,0,171517.7669,LAZY,4,FAST,REMOVECODE,VTA,FLOWINSENSITIVE,ARRAYONLY,50,600,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_102.xml,0,363018.0073,NONE,5,DEFAULT,PROPAGATECONSTS,RTA,CONTEXTFLOWSENSITIVE,ALL,80,600,CONTEXTINSENSITIVE,NONE,EASY,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0
1,com.audible.application.apk,config_FlowDroid_103.xml,0,2320354.819,FLOWSENSITIVE,7,FAST,REMOVECODE,SPARK,FLOWINSENSITIVE,ARRAYONLY,90,600,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_104.xml,0,1219841.352,PTSBASED,10,FAST,PROPAGATECONSTS,GEOM,CONTEXTFLOWSENSITIVE,ARRAYONLY,100,600,CONTEXTSENSITIVE,NONE,DEFAULTFALLBACK,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_105.xml,0,7224217.378,FLOWSENSITIVE,20,DEFAULT,REMOVECODE,AUTO,CONTEXTFLOWSENSITIVE,ALL,110,600,CONTEXTINSENSITIVE,NONE,DEFAULTFALLBACK,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,-1
1,com.audible.application.apk,config_FlowDroid_106.xml,0,7217042.676,LAZY,1,DEFAULT,PROPAGATECONSTS,GEOM,FLOWINSENSITIVE,ALL,120,600,SOURCESONLY,CONTEXTFLOWINSENSITIVE,DEFAULT,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0,-1
1,com.audible.application.apk,config_FlowDroid_107.xml,0,785496.8592,NONE,2,DEFAULT,NONE,SPARK,FLOWINSENSITIVE,ARRAYONLY,150,600,CONTEXTSENSITIVE,NONE,DEFAULTFALLBACK,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_108.xml,0,1460729.149,LAZY,5,DEFAULT,NONE,RTA,FLOWINSENSITIVE,NONE,200,600,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_109.xml,0,7217845.769,PTSBASED,1,DEFAULT,REMOVECODE,GEOM,FLOWINSENSITIVE,ARRAYONLY,600,600,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,NONE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,-1
1,com.audible.application.apk,config_FlowDroid_11.xml,30,1188502.239,FLOWSENSITIVE,5,DEFAULT,NONE,AUTO,CONTEXTFLOWSENSITIVE,NONE,50,1,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_110.xml,0,328838.4069,PTSBASED,7,DEFAULT,NONE,CHA,FLOWINSENSITIVE,ALL,90,90,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,1,0
1,com.audible.application.apk,config_FlowDroid_111.xml,42,942886.4775,FLOWSENSITIVE,20,DEFAULT,NONE,VTA,CONTEXTFLOWSENSITIVE,NONE,80,80,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,EASY,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_112.xml,0,1903646.854,FLOWSENSITIVE,5,FAST,PROPAGATECONSTS,RTA,CONTEXTFLOWSENSITIVE,NONE,110,50,CONTEXTINSENSITIVE,CONTEXTFLOWSENSITIVE,NONE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_113.xml,0,240732.3659,FLOWSENSITIVE,1,DEFAULT,PROPAGATECONSTS,SPARK,FLOWINSENSITIVE,NONE,100,600,CONTEXTSENSITIVE,NONE,DEFAULT,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_12.xml,0,7223444.028,PTSBASED,7,FAST,PROPAGATECONSTS,CHA,CONTEXTFLOWSENSITIVE,ALL,80,1,CONTEXTSENSITIVE,NONE,EASY,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,-1
1,com.audible.application.apk,config_FlowDroid_13.xml,0,115105.4765,LAZY,10,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,NONE,90,1,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_14.xml,0,7228080.898,NONE,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,100,1,CONTEXTSENSITIVE,NONE,DEFAULTFALLBACK,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,-1
1,com.audible.application.apk,config_FlowDroid_15.xml,0,7238360.75,FLOWSENSITIVE,1,DEFAULT,REMOVECODE,SPARK,CONTEXTFLOWSENSITIVE,ALL,110,1,SOURCESONLY,NONE,NONE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0,-1
1,com.audible.application.apk,config_FlowDroid_16.xml,0,1651005.952,PTSBASED,2,FAST,PROPAGATECONSTS,GEOM,FLOWINSENSITIVE,NONE,120,1,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_17.xml,0,2197115.783,LAZY,3,FAST,REMOVECODE,AUTO,CONTEXTFLOWSENSITIVE,ALL,150,1,CONTEXTSENSITIVE,NONE,NONE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0
1,com.audible.application.apk,config_FlowDroid_18.xml,0,7249356.89,NONE,4,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,NONE,200,1,SOURCESONLY,CONTEXTFLOWINSENSITIVE,EASY,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0,-1
1,com.audible.application.apk,config_FlowDroid_19.xml,0,7285109.302,FLOWSENSITIVE,5,DEFAULT,NONE,VTA,CONTEXTFLOWSENSITIVE,ARRAYONLY,600,1,SOURCESONLY,CONTEXTFLOWSENSITIVE,DEFAULT,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,-1
1,com.audible.application.apk,config_FlowDroid_2.xml,0,757594.3405,LAZY,4,DEFAULT,NONE,RTA,FLOWINSENSITIVE,NONE,80,0,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,0
1,com.audible.application.apk,config_FlowDroid_20.xml,0,3705053.867,LAZY,7,DEFAULT,NONE,RTA,FLOWINSENSITIVE,ARRAYONLY,1,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_21.xml,0,7274965.076,NONE,10,FAST,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,ALL,50,50,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,NONE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,-1
1,com.audible.application.apk,config_FlowDroid_22.xml,0,1292931.152,FLOWSENSITIVE,20,FAST,REMOVECODE,GEOM,CONTEXTFLOWSENSITIVE,ARRAYONLY,80,50,CONTEXTINSENSITIVE,NONE,EASY,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_23.xml,0,7237474.8,PTSBASED,1,FAST,NONE,AUTO,CONTEXTFLOWSENSITIVE,NONE,90,50,CONTEXTINSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,-1
1,com.audible.application.apk,config_FlowDroid_24.xml,0,568720.9712,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1,0
1,com.audible.application.apk,config_FlowDroid_25.xml,0,894833.5872,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_26.xml,36,3077828.904,FLOWSENSITIVE,4,DEFAULT,NONE,SPARK,CONTEXTFLOWSENSITIVE,ARRAYONLY,120,50,CONTEXTINSENSITIVE,NONE,DEFAULT,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,1,0
1,com.audible.application.apk,config_FlowDroid_27.xml,0,2378436.03,PTSBASED,5,FAST,REMOVECODE,GEOM,FLOWINSENSITIVE,ALL,150,50,SOURCESONLY,CONTEXTFLOWSENSITIVE,DEFAULTFALLBACK,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_28.xml,182,3327038.825,NONE,7,FAST,REMOVECODE,AUTO,FLOWINSENSITIVE,ARRAYONLY,200,50,CONTEXTSENSITIVE,NONE,EASY,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0
1,com.audible.application.apk,config_FlowDroid_29.xml,0,3427643.633,FLOWSENSITIVE,10,FAST,PROPAGATECONSTS,RTA,CONTEXTFLOWSENSITIVE,ALL,600,50,CONTEXTSENSITIVE,NONE,EASY,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_3.xml,0,2102095.274,NONE,5,FAST,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,ALL,90,0,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,NONE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_30.xml,0,7224644.557,PTSBASED,20,FAST,NONE,SPARK,CONTEXTFLOWSENSITIVE,NONE,1,80,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULTFALLBACK,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,-1
1,com.audible.application.apk,config_FlowDroid_31.xml,0,375168.8997,LAZY,1,DEFAULT,PROPAGATECONSTS,GEOM,FLOWINSENSITIVE,ARRAYONLY,50,80,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_32.xml,0,161643.9431,NONE,2,DEFAULT,REMOVECODE,AUTO,FLOWINSENSITIVE,ALL,80,80,SOURCESONLY,NONE,DEFAULT,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_33.xml,0,1527916.542,FLOWSENSITIVE,3,DEFAULT,PROPAGATECONSTS,RTA,CONTEXTFLOWSENSITIVE,ARRAYONLY,90,80,SOURCESONLY,NONE,DEFAULTFALLBACK,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_34.xml,0,7224167.892,PTSBASED,4,FAST,NONE,CHA,FLOWINSENSITIVE,ALL,100,80,CONTEXTINSENSITIVE,CONTEXTFLOWSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-1
1,com.audible.application.apk,config_FlowDroid_35.xml,0,170152.7549,LAZY,5,FAST,NONE,VTA,CONTEXTFLOWSENSITIVE,ARRAYONLY,110,80,CONTEXTINSENSITIVE,NONE,EASY,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_36.xml,0,191572.6142,NONE,7,FAST,REMOVECODE,VTA,FLOWINSENSITIVE,ALL,120,80,CONTEXTINSENSITIVE,CONTEXTFLOWSENSITIVE,NONE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0
1,com.audible.application.apk,config_FlowDroid_37.xml,0,7228120.774,FLOWSENSITIVE,10,DEFAULT,REMOVECODE,CHA,FLOWINSENSITIVE,NONE,150,80,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,-1
1,com.audible.application.apk,config_FlowDroid_38.xml,0,555994.7017,LAZY,20,DEFAULT,PROPAGATECONSTS,VTA,CONTEXTFLOWSENSITIVE,ALL,200,80,SOURCESONLY,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0
1,com.audible.application.apk,config_FlowDroid_39.xml,0,7230541.419,PTSBASED,1,DEFAULT,PROPAGATECONSTS,CHA,CONTEXTFLOWSENSITIVE,NONE,600,80,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,-1
1,com.audible.application.apk,config_FlowDroid_4.xml,0,552214.2992,FLOWSENSITIVE,7,FAST,NONE,GEOM,CONTEXTFLOWSENSITIVE,NONE,100,0,CONTEXTINSENSITIVE,NONE,DEFAULT,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_40.xml,0,7222042.599,LAZY,3,DEFAULT,NONE,GEOM,CONTEXTFLOWSENSITIVE,NONE,1,90,SOURCESONLY,NONE,NONE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,-1
1,com.audible.application.apk,config_FlowDroid_41.xml,0,3086312.533,NONE,4,FAST,REMOVECODE,AUTO,FLOWINSENSITIVE,ARRAYONLY,50,90,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,EASY,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_42.xml,0,552621.3115,FLOWSENSITIVE,5,FAST,PROPAGATECONSTS,RTA,CONTEXTFLOWSENSITIVE,ALL,80,90,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1,0
1,com.audible.application.apk,config_FlowDroid_43.xml,0,488527.6314,PTSBASED,7,DEFAULT,REMOVECODE,SPARK,CONTEXTFLOWSENSITIVE,NONE,90,90,SOURCESONLY,NONE,DEFAULTFALLBACK,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0
1,com.audible.application.apk,config_FlowDroid_44.xml,0,698077.4422,FLOWSENSITIVE,10,DEFAULT,NONE,GEOM,FLOWINSENSITIVE,NONE,100,90,CONTEXTINSENSITIVE,NONE,DEFAULT,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,0
1,com.audible.application.apk,config_FlowDroid_45.xml,0,969676.1226,PTSBASED,20,FAST,REMOVECODE,AUTO,CONTEXTFLOWSENSITIVE,ARRAYONLY,110,90,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_46.xml,0,1105554.929,NONE,1,FAST,PROPAGATECONSTS,RTA,CONTEXTFLOWSENSITIVE,NONE,120,90,SOURCESONLY,CONTEXTFLOWSENSITIVE,EASY,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,1,0
1,com.audible.application.apk,config_FlowDroid_47.xml,0,11992.56736,NONE,2,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,ARRAYONLY,150,90,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_48.xml,0,386603.5842,FLOWSENSITIVE,3,FAST,PROPAGATECONSTS,GEOM,FLOWINSENSITIVE,ALL,200,90,SOURCESONLY,NONE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0
1,com.audible.application.apk,config_FlowDroid_49.xml,19,1364220.074,NONE,4,FAST,REMOVECODE,VTA,FLOWINSENSITIVE,ARRAYONLY,600,90,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,NONE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_5.xml,0,7228545.144,PTSBASED,10,FAST,PROPAGATECONSTS,AUTO,FLOWINSENSITIVE,ARRAYONLY,110,0,SOURCESONLY,CONTEXTFLOWSENSITIVE,DEFAULTFALLBACK,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,-1
1,com.audible.application.apk,config_FlowDroid_50.xml,0,7217304.956,PTSBASED,5,DEFAULT,NONE,AUTO,CONTEXTFLOWSENSITIVE,NONE,1,100,SOURCESONLY,CONTEXTFLOWSENSITIVE,NONE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,-1
1,com.audible.application.apk,config_FlowDroid_51.xml,0,316448.2296,LAZY,7,FAST,REMOVECODE,CHA,FLOWINSENSITIVE,ARRAYONLY,50,100,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_52.xml,0,310614.0305,NONE,10,FAST,PROPAGATECONSTS,SPARK,FLOWINSENSITIVE,ALL,80,100,CONTEXTINSENSITIVE,NONE,DEFAULTFALLBACK,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0
1,com.audible.application.apk,config_FlowDroid_53.xml,0,7222245.206,FLOWSENSITIVE,20,DEFAULT,NONE,GEOM,FLOWINSENSITIVE,ARRAYONLY,90,100,CONTEXTINSENSITIVE,CONTEXTFLOWSENSITIVE,EASY,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,-1
1,com.audible.application.apk,config_FlowDroid_54.xml,0,477283.6264,LAZY,1,DEFAULT,PROPAGATECONSTS,RTA,FLOWINSENSITIVE,ARRAYONLY,100,100,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_55.xml,0,7220877.196,NONE,2,FAST,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,NONE,110,100,SOURCESONLY,CONTEXTFLOWSENSITIVE,EASY,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,-1
1,com.audible.application.apk,config_FlowDroid_56.xml,0,1343445.291,PTSBASED,3,DEFAULT,NONE,AUTO,FLOWINSENSITIVE,NONE,120,100,SOURCESONLY,CONTEXTFLOWSENSITIVE,NONE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_57.xml,0,3999732.486,PTSBASED,4,DEFAULT,NONE,RTA,CONTEXTFLOWSENSITIVE,ALL,150,100,SOURCESONLY,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_58.xml,0,7231632.28,FLOWSENSITIVE,5,FAST,PROPAGATECONSTS,SPARK,FLOWINSENSITIVE,NONE,200,100,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-1
1,com.audible.application.apk,config_FlowDroid_59.xml,0,7223267.474,NONE,7,FAST,NONE,GEOM,FLOWINSENSITIVE,ARRAYONLY,600,100,CONTEXTSENSITIVE,NONE,NONE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0,-1
1,com.audible.application.apk,config_FlowDroid_6.xml,0,1959216.788,LAZY,20,DEFAULT,REMOVECODE,CHA,CONTEXTFLOWSENSITIVE,NONE,120,0,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0
1,com.audible.application.apk,config_FlowDroid_60.xml,0,7234603.558,PTSBASED,10,DEFAULT,NONE,VTA,CONTEXTFLOWSENSITIVE,NONE,1,110,SOURCESONLY,CONTEXTFLOWSENSITIVE,NONE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,-1
1,com.audible.application.apk,config_FlowDroid_61.xml,0,627791.1514,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_62.xml,0,268599.7163,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_63.xml,0,4319799.581,FLOWSENSITIVE,2,DEFAULT,NONE,SPARK,FLOWINSENSITIVE,NONE,90,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_64.xml,161,757266.3831,NONE,3,DEFAULT,PROPAGATECONSTS,AUTO,CONTEXTFLOWSENSITIVE,ALL,100,110,CONTEXTSENSITIVE,NONE,DEFAULT,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0
1,com.audible.application.apk,config_FlowDroid_65.xml,0,7224928.355,NONE,4,FAST,REMOVECODE,GEOM,CONTEXTFLOWSENSITIVE,ALL,110,110,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,-1
1,com.audible.application.apk,config_FlowDroid_66.xml,0,7228227.241,PTSBASED,5,DEFAULT,REMOVECODE,CHA,FLOWINSENSITIVE,ARRAYONLY,120,110,SOURCESONLY,NONE,DEFAULT,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,-1
1,com.audible.application.apk,config_FlowDroid_67.xml,0,288524.3242,LAZY,7,DEFAULT,NONE,RTA,CONTEXTFLOWSENSITIVE,ARRAYONLY,150,110,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,0
1,com.audible.application.apk,config_FlowDroid_68.xml,0,223132.9412,FLOWSENSITIVE,10,FAST,PROPAGATECONSTS,RTA,CONTEXTFLOWSENSITIVE,NONE,200,110,CONTEXTSENSITIVE,NONE,EASY,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1,0
1,com.audible.application.apk,config_FlowDroid_69.xml,0,7225668.48,PTSBASED,20,FAST,PROPAGATECONSTS,AUTO,CONTEXTFLOWSENSITIVE,ALL,600,110,SOURCESONLY,CONTEXTFLOWSENSITIVE,DEFAULT,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0,-1
