file,num_matches,num_true,num_false,precision
io.github.alketii.mightyknight_1.apk_config_DroidSafe_analyzestringsunfiltered.xml,0,0,0,0
org.ninthfloor.copperpdf_4.apk_config_DroidSafe_analyzestringsunfiltered.xml,0,0,0,0
net.tedstein.AndroSS_17.apk_config_DroidSafe_analyzestringsunfiltered.xml,0,0,0,0
anupam.acrylic_17.apk_config_DroidSafe_apicalldepth50.xml,4,0,4,0.0
com.github.yeriomin.workoutlog_2.apk_config_DroidSafe_apicalldepth0.xml,0,0,0,0
io.github.lonamiwebs.klooni_820.apk_config_DroidSafe_analyzestringsunfiltered.xml,0,0,0,0
anupam.acrylic_17.apk_config_DroidSafe_analyzestringsunfiltered.xml,0,0,0,0
org.ninthfloor.copperpdf_4.apk_config_DroidSafe_apicalldepth0.xml,0,0,0,0
org.jsl.wfwt_14.apk_config_DroidSafe_apicalldepth0.xml,0,0,0,0
trikita.talalarmo_19.apk_config_DroidSafe_analyzestringsunfiltered.xml,0,0,0,0
pt.isec.tp.am_4.apk_config_DroidSafe_apicalldepth0.xml,0,0,0,0
anupam.acrylic_17.apk_config_DroidSafe_apicalldepth0.xml,0,0,0,0
org.ninthfloor.copperpdf_4.apk_config_DroidSafe_apicalldepth1.xml,0,0,0,0
io.github.alketii.mightyknight_1.apk_config_DroidSafe_apicalldepth0.xml,0,0,0,0
net.zygotelabs.locker_11.apk_config_DroidSafe_apicalldepth50.xml,0,0,0,0
org.dyndns.sven_ola.debian_kit_6.apk_config_DroidSafe_apicalldepth1.xml,0,0,0,0
org.tuxpaint_923.apk_config_DroidSafe_apicalldepth1.xml,0,0,0,0
anupam.acrylic_17.apk_config_DroidSafe_apicalldepth1.xml,2,0,2,0.0
org.jsl.wfwt_14.apk_config_DroidSafe_apicalldepth50.xml,0,0,0,0
com.nutomic.ensichat_17.apk_config_DroidSafe_apicalldepth1.xml,0,0,0,0
pt.isec.tp.am_4.apk_config_DroidSafe_apicalldepth1.xml,0,0,0,0
org.dnaq.dialer2_17.apk_config_DroidSafe_analyzestringsunfiltered.xml,0,0,0,0
daniel_32.flexiblewallpaper_2.apk_config_DroidSafe_analyzestringsunfiltered.xml,0,0,0,0
net.zygotelabs.locker_11.apk_config_DroidSafe_apicalldepth0.xml,0,0,0,0
com.angrydoughnuts.android.alarmclock_15.apk_config_DroidSafe_analyzestringsunfiltered.xml,0,0,0,0
net.zygotelabs.locker_11.apk_config_DroidSafe_apicalldepth1.xml,0,0,0,0
daniel_32.flexiblewallpaper_2.apk_config_DroidSafe_apicalldepth0.xml,0,0,0,0
com.angrydoughnuts.android.alarmclock_15.apk_config_DroidSafe_apicalldepth1.xml,0,0,0,0
org.jsl.wfwt_14.apk_config_DroidSafe_analyzestringsunfiltered.xml,0,0,0,0
com.miqote.shanawp_10.apk_config_DroidSafe_apicalldepth1.xml,0,0,0,0
com.github.yeriomin.workoutlog_2.apk_config_DroidSafe_apicalldepth1.xml,0,0,0,0
org.ninthfloor.copperpdf_4.apk_config_DroidSafe_apicalldepth50.xml,0,0,0,0
org.dnaq.dialer2_17.apk_config_DroidSafe_apicalldepth0.xml,0,0,0,0
com.miqote.shanawp_10.apk_config_DroidSafe_apicalldepth0.xml,0,0,0,0
ru.henridellal.dialer_10.apk_config_DroidSafe_apicalldepth90.xml,0,0,0,0
