apk,category,config,true_positive,successful,time,category_precision,category_recall,category_fmeasure,run_precision,run_recall,run_fmeasure,single_flow,num_flows
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/GeneralJava/VirtualDispatch4.apk,GeneralJava,config_FlowDroid_aliasalgofs.xml,FALSE,TRUE,14945,0.764705882,0.619047619,0.684210526,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/ImplicitFlows/ImplicitFlow6.apk,ImplicitFlows,config_FlowDroid_aliasalgofs.xml,FALSE,TRUE,10615,1,1,1,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterAppCommunication/Collector/Collector.apk /home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterAppCommunication/Device_Id_leakage/DeviceId_Broadcast1.apk' | 'COMBINE,InterAppCommunication,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,18588,0,0,0,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterAppCommunication/Collector/Collector.apk /home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterAppCommunication/Device_Id_leakage/DeviceId_contentProvider1.apk' | 'COMBINE,InterAppCommunication,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,9525,0,0,0,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterAppCommunication/Collector/Collector.apk /home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterAppCommunication/Device_Id_leakage/DeviceId_OrderedIntent1.apk' | 'COMBINE,InterAppCommunication,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,9385,0,0,0,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterAppCommunication/Collector/Collector.apk /home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterAppCommunication/Device_Id_leakage/DeviceId_Service1.apk' | 'COMBINE,InterAppCommunication,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,9970,0,0,0,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterAppCommunication/Collector/Collector.apk /home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterAppCommunication/Location_leakage/Location1.apk' | 'COMBINE,InterAppCommunication,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,10729,0,0,0,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterAppCommunication/Collector/Collector.apk /home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterAppCommunication/Location_leakage/Location_Broadcast1.apk' | 'COMBINE,InterAppCommunication,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,10127,0,0,0,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterAppCommunication/Collector/Collector.apk /home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterAppCommunication/Location_leakage/Location_Service1.apk' | 'COMBINE,InterAppCommunication,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,17157,0,0,0,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterAppCommunication/Echoer.apk /home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterAppCommunication/SendSMS.apk' | 'COMBINE,InterAppCommunication,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,25374,0,0,0,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterAppCommunication/Echoer.apk /home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterAppCommunication/SendSMS.apk' | 'COMBINE,InterAppCommunication,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,14031,0,0,0,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterAppCommunication/Echoer.apk /home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterAppCommunication/StartActivityForResult1.apk' | 'COMBINE,InterAppCommunication,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,19341,0,0,0,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterAppCommunication/Echoer.apk /home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterAppCommunication/StartActivityForResult1.apk' | 'COMBINE,InterAppCommunication,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,25182,0,0,0,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterComponentCommunication/ActivityCommunication2.apk,InterComponentCommunication,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,18939,1,0.157894737,0.272727273,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterComponentCommunication/ActivityCommunication2.apk,InterComponentCommunication,config_FlowDroid_aliasalgofs.xml,FALSE,TRUE,14646,1,0.157894737,0.272727273,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterComponentCommunication/ActivityCommunication3.apk,InterComponentCommunication,config_FlowDroid_aliasalgofs.xml,FALSE,TRUE,14379,1,0.157894737,0.272727273,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterComponentCommunication/ActivityCommunication3.apk,InterComponentCommunication,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,18800,1,0.157894737,0.272727273,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterComponentCommunication/ActivityCommunication4.apk,InterComponentCommunication,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,15326,1,0.157894737,0.272727273,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterComponentCommunication/ActivityCommunication4.apk,InterComponentCommunication,config_FlowDroid_aliasalgofs.xml,FALSE,TRUE,14063,1,0.157894737,0.272727273,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterComponentCommunication/ActivityCommunication5.apk,InterComponentCommunication,config_FlowDroid_aliasalgofs.xml,FALSE,TRUE,11176,1,0.157894737,0.272727273,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterComponentCommunication/ActivityCommunication5.apk,InterComponentCommunication,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,13963,1,0.157894737,0.272727273,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterComponentCommunication/ActivityCommunication6.apk,InterComponentCommunication,config_FlowDroid_aliasalgofs.xml,FALSE,TRUE,13341,1,0.157894737,0.272727273,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterComponentCommunication/ActivityCommunication6.apk,InterComponentCommunication,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,15154,1,0.157894737,0.272727273,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterComponentCommunication/ActivityCommunication7.apk,InterComponentCommunication,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,13882,1,0.157894737,0.272727273,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterComponentCommunication/ActivityCommunication7.apk,InterComponentCommunication,config_FlowDroid_aliasalgofs.xml,FALSE,TRUE,13137,1,0.157894737,0.272727273,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterComponentCommunication/ActivityCommunication8.apk,InterComponentCommunication,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,14409,1,0.157894737,0.272727273,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterComponentCommunication/ActivityCommunication8.apk,InterComponentCommunication,config_FlowDroid_aliasalgofs.xml,FALSE,TRUE,13468,1,0.157894737,0.272727273,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterComponentCommunication/BroadcastTaintAndLeak1.apk,InterComponentCommunication,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,13276,1,0.157894737,0.272727273,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterComponentCommunication/ComponentNotInManifest1.apk,InterComponentCommunication,config_FlowDroid_aliasalgofs.xml,FALSE,TRUE,15182,1,0.157894737,0.272727273,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterComponentCommunication/ComponentNotInManifest1.apk,InterComponentCommunication,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,13223,1,0.157894737,0.272727273,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterComponentCommunication/EventOrdering1.apk,InterComponentCommunication,config_FlowDroid_aliasalgofs.xml,FALSE,TRUE,11376,1,0.157894737,0.272727273,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterComponentCommunication/EventOrdering1.apk,InterComponentCommunication,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,14275,1,0.157894737,0.272727273,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterComponentCommunication/IntentSink2.apk,InterComponentCommunication,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,15891,1,0.157894737,0.272727273,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterComponentCommunication/IntentSource1.apk,InterComponentCommunication,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,13396,1,0.157894737,0.272727273,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterComponentCommunication/ServiceCommunication1.apk,InterComponentCommunication,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,12850,1,0.157894737,0.272727273,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterComponentCommunication/SharedPreferences1.apk,InterComponentCommunication,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,14224,1,0.157894737,0.272727273,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterComponentCommunication/UnresolvableIntent1.apk,InterComponentCommunication,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,16667,1,0.157894737,0.272727273,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/InterComponentCommunication/UnresolvableIntent1.apk,InterComponentCommunication,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,11117,1,0.157894737,0.272727273,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Lifecycle/ActivityEventSequence3.apk,Lifecycle,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,15867,1,0.666666667,0.8,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Lifecycle/ActivitySavedState1.apk,Lifecycle,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,10919,1,0.666666667,0.8,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Lifecycle/BroadcastReceiverLifecycle2.apk,Lifecycle,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,14225,1,0.666666667,0.8,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Lifecycle/FragmentLifecycle2.apk,Lifecycle,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,9141,1,0.666666667,0.8,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Lifecycle/ServiceEventSequence1.apk,Lifecycle,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,14946,1,0.666666667,0.8,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Lifecycle/ServiceEventSequence2.apk,Lifecycle,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,17663,1,0.666666667,0.8,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Lifecycle/ServiceEventSequence3.apk,Lifecycle,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,14704,1,0.666666667,0.8,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Lifecycle/SharedPreferenceChanged1.apk,Lifecycle,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,10913,1,0.666666667,0.8,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Native/JavaIDFunction.apk,Native,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,10892,1,0.2,0.333333333,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Native/SinkInNativeCode.apk,Native,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,14288,1,0.2,0.333333333,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Native/SinkInNativeLibCode.apk,Native,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,12606,1,0.2,0.333333333,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Native/SourceInNativeCode.apk,Native,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,14327,1,0.2,0.333333333,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection2.apk,Reflection,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,12655,1,0.111111111,0.2,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection3.apk,Reflection,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,17169,1,0.111111111,0.2,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection4.apk,Reflection,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,9886,1,0.111111111,0.2,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection5.apk,Reflection,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,15104,1,0.111111111,0.2,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection6.apk,Reflection,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,10765,1,0.111111111,0.2,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection7.apk,Reflection,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,19752,1,0.111111111,0.2,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection8.apk,Reflection,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,11230,1,0.111111111,0.2,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection9.apk,Reflection,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,9547,1,0.111111111,0.2,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection_ICC/ActivityCommunication2.apk,Reflection_ICC,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,15751,0,0,0,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection_ICC/ActivityCommunication2.apk,Reflection_ICC,config_FlowDroid_aliasalgofs.xml,FALSE,TRUE,12460,0,0,0,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection_ICC/AllReflection.apk,Reflection_ICC,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,10682,0,0,0,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection_ICC/OnlyIntent.apk,Reflection_ICC,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,12748,0,0,0,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection_ICC/OnlyIntentReceive.apk,Reflection_ICC,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,7730,0,0,0,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection_ICC/OnlySMS.apk,Reflection_ICC,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,10585,0,0,0,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection_ICC/OnlyTelephony.apk,Reflection_ICC,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,13680,0,0,0,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection_ICC/OnlyTelephony_Dynamic.apk,Reflection_ICC,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,15660,0,0,0,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection_ICC/OnlyTelephony_Reverse.apk,Reflection_ICC,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,11517,0,0,0,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection_ICC/OnlyTelephony_Substring.apk,Reflection_ICC,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,14918,0,0,0,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection_ICC/SharedPreferences1.apk,Reflection_ICC,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,13339,0,0,0,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection_ICC/SharedPreferences1.apk,Reflection_ICC,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,11734,0,0,0,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/SelfModification/BytecodeTamper1.apk,SelfModification,config_FlowDroid_aliasalgofs.xml,FALSE,TRUE,12555,0,0,0,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/SelfModification/BytecodeTamper1.apk,SelfModification,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,12433,0,0,0,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/SelfModification/BytecodeTamper2.apk,SelfModification,config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,11073,0,0,0,0.88172043,0.5125,0.648221344,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/SelfModification/BytecodeTamper3.apk,SelfModification,config_FlowDroid_aliasalgofs.xml,FALSE,TRUE,9560,0,0,0,0.88172043,0.5125,0.648221344,0,0
