repetition,apk,generating_script,num_flows,time,total_TP,detected_TP,total_FP,detected_FP,option_under_investigation,analyzestringsunfiltered,filetransform,ignoreexceptionflows,ignorenocontextflows,implicitflow,imprecisestrings,limitcontextforcomplex,limitcontextforgui,limitcontextforstrings,multipassfb,noarrayindex,noclinitcontext,noclonestatics,nofallback,nojsa,noscalaropts,nova,preciseinfoflow,transfertaintfield,typesforcontext,apicalldepth,kobjsens,pta
1,daniel_32.flexiblewallpaper_2.apk,config_DroidSafe_noclonestatic.xml,6,264825.5258,1,1,0,0,noclonestatic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,daniel_32.flexiblewallpaper_2.apk,config_DroidSafe_nofallback.xml,6,150213.6172,1,1,0,0,nofallback,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,daniel_32.flexiblewallpaper_2.apk,config_DroidSafe_nojsa.xml,6,261762.8109,1,1,0,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,daniel_32.flexiblewallpaper_2.apk,config_DroidSafe_noscalaropt.xml,6,228613.5105,1,1,0,0,noscalaropt,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,daniel_32.flexiblewallpaper_2.apk,config_DroidSafe_nova.xml,6,188111.5201,1,1,0,0,nova,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-1,3,SPARK
1,daniel_32.flexiblewallpaper_2.apk,config_DroidSafe_preciseinfoflow.xml,6,327188.0738,1,1,0,0,preciseinfoflow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-1,3,SPARK
1,daniel_32.flexiblewallpaper_2.apk,config_DroidSafe_ptageo.xml,0,7202258.68,1,0,0,0,pta,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,GEO
1,daniel_32.flexiblewallpaper_2.apk,config_DroidSafe_ptapaddle.xml,0,76346.13757,1,0,0,0,pta,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,PADDLE
1,daniel_32.flexiblewallpaper_2.apk,config_DroidSafe_transfertaintfield.xml,6,154135.622,1,1,0,0,transfertaintfield,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-1,3,SPARK
1,daniel_32.flexiblewallpaper_2.apk,config_DroidSafe_typesforcontext.xml,6,174678.1086,1,1,0,0,typesforcontext,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-1,3,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_analyzestringsunfiltered.xml,0,7208753.4,1,0,0,0,﻿analyzestringsunfiltered,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_apicalldepth0.xml,0,7210527.652,1,0,0,0,apicalldepth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_apicalldepth1.xml,0,7207965.041,1,0,0,0,apicalldepth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_apicalldepth100.xml,0,7209165.044,1,0,0,0,apicalldepth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,100,3,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_apicalldepth110.xml,0,7212831.892,1,0,0,0,apicalldepth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,110,3,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_apicalldepth120.xml,0,7207497.576,1,0,0,0,apicalldepth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,120,3,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_apicalldepth150.xml,0,7206651.347,1,0,0,0,apicalldepth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,150,3,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_apicalldepth200.xml,0,7206643.355,1,0,0,0,apicalldepth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,200,3,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_apicalldepth50.xml,0,7209362.512,1,0,0,0,apicalldepth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,3,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_apicalldepth600.xml,0,7205070.246,1,0,0,0,apicalldepth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_apicalldepth80.xml,0,7208025.068,1,0,0,0,apicalldepth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80,3,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_apicalldepth90.xml,0,7209329.89,1,0,0,0,apicalldepth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,90,3,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_filetransform.xml,0,7204170.221,1,0,0,0,filetransform,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_ignoreexceptionflow.xml,0,7204058.566,1,0,0,0,ignoreexceptionflow,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_ignorenocontextflow.xml,0,7203883.892,1,0,0,0,ignorenocontextflow,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_implicitflow.xml,0,7203509.006,1,0,0,0,implicitflow,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_imprecisestring.xml,0,7206559.861,1,0,0,0,imprecisestring,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_kobjsens1.xml,0,7203953.102,1,0,0,0,kobjsens,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,1,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_kobjsens18.xml,0,7205503.94,1,0,0,0,kobjsens,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,18,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_kobjsens2.xml,0,7203133.379,1,0,0,0,kobjsens,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,2,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_kobjsens3.xml,0,7205656.391,1,0,0,0,kobjsens,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_kobjsens4.xml,0,7204073.499,1,0,0,0,kobjsens,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,4,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_kobjsens5.xml,0,7205173.55,1,0,0,0,kobjsens,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,5,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_kobjsens6.xml,0,7204427.553,1,0,0,0,kobjsens,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,6,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_limitcontextforcomplex.xml,0,7204270.495,1,0,0,0,limitcontextforcomplex,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_limitcontextforgui.xml,0,7205585.64,1,0,0,0,limitcontextforgui,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_limitcontextforstring.xml,0,7205012.123,1,0,0,0,limitcontextforstring,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_multipassfb.xml,0,7205478.389,1,0,0,0,multipassfb,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_noarrayindex.xml,0,7204624.33,1,0,0,0,noarrayindex,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_noclinitcontext.xml,0,7205920.621,1,0,0,0,noclinitcontext,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_noclonestatic.xml,0,7206050.217,1,0,0,0,noclonestatic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_nofallback.xml,0,7205780.216,1,0,0,0,nofallback,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_nojsa.xml,0,7205713.564,1,0,0,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_noscalaropt.xml,0,7204256.251,1,0,0,0,noscalaropt,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_nova.xml,0,7205207.445,1,0,0,0,nova,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-1,3,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_preciseinfoflow.xml,0,7203088.102,1,0,0,0,preciseinfoflow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-1,3,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_ptageo.xml,0,7203126.441,1,0,0,0,pta,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,GEO
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_ptapaddle.xml,0,7204319.402,1,0,0,0,pta,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,PADDLE
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_transfertaintfield.xml,0,7203349.737,1,0,0,0,transfertaintfield,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-1,3,SPARK
1,eu.kanade.tachiyomi_41.apk,config_DroidSafe_typesforcontext.xml,0,7203708.284,1,0,0,0,typesforcontext,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-1,3,SPARK
1,eu.polarclock_10.apk,config_DroidSafe_analyzestringsunfiltered.xml,0,7202600.445,0,0,0,0,﻿analyzestringsunfiltered,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,eu.polarclock_10.apk,config_DroidSafe_apicalldepth0.xml,0,7202445.331,0,0,0,0,apicalldepth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,SPARK
1,eu.polarclock_10.apk,config_DroidSafe_apicalldepth1.xml,0,7207643.533,0,0,0,0,apicalldepth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,SPARK
1,eu.polarclock_10.apk,config_DroidSafe_apicalldepth100.xml,0,7206260.43,0,0,0,0,apicalldepth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,100,3,SPARK
1,eu.polarclock_10.apk,config_DroidSafe_apicalldepth110.xml,0,7206041.573,0,0,0,0,apicalldepth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,110,3,SPARK
1,eu.polarclock_10.apk,config_DroidSafe_apicalldepth120.xml,0,7205474.659,0,0,0,0,apicalldepth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,120,3,SPARK
1,eu.polarclock_10.apk,config_DroidSafe_apicalldepth150.xml,0,7204744.808,0,0,0,0,apicalldepth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,150,3,SPARK
1,eu.polarclock_10.apk,config_DroidSafe_apicalldepth200.xml,0,7207239.967,0,0,0,0,apicalldepth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,200,3,SPARK
1,eu.polarclock_10.apk,config_DroidSafe_apicalldepth50.xml,0,7205104.896,0,0,0,0,apicalldepth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,3,SPARK
1,eu.polarclock_10.apk,config_DroidSafe_apicalldepth600.xml,0,7203655.785,0,0,0,0,apicalldepth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,SPARK
1,eu.polarclock_10.apk,config_DroidSafe_apicalldepth80.xml,0,7206621.251,0,0,0,0,apicalldepth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80,3,SPARK
1,eu.polarclock_10.apk,config_DroidSafe_apicalldepth90.xml,0,7205491.893,0,0,0,0,apicalldepth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,90,3,SPARK
1,eu.polarclock_10.apk,config_DroidSafe_filetransform.xml,0,7202663.631,0,0,0,0,filetransform,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,eu.polarclock_10.apk,config_DroidSafe_ignoreexceptionflow.xml,0,7203145.507,0,0,0,0,ignoreexceptionflow,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,eu.polarclock_10.apk,config_DroidSafe_ignorenocontextflow.xml,0,7203295.933,0,0,0,0,ignorenocontextflow,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,eu.polarclock_10.apk,config_DroidSafe_implicitflow.xml,0,7202197.813,0,0,0,0,implicitflow,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,eu.polarclock_10.apk,config_DroidSafe_imprecisestring.xml,0,7203432.164,0,0,0,0,imprecisestring,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,eu.polarclock_10.apk,config_DroidSafe_kobjsens1.xml,0,7202721.026,0,0,0,0,kobjsens,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,1,SPARK
1,eu.polarclock_10.apk,config_DroidSafe_kobjsens18.xml,0,7202665.633,0,0,0,0,kobjsens,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,18,SPARK
1,eu.polarclock_10.apk,config_DroidSafe_kobjsens2.xml,0,7203313.396,0,0,0,0,kobjsens,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,2,SPARK
1,eu.polarclock_10.apk,config_DroidSafe_kobjsens3.xml,0,7203096.798,0,0,0,0,kobjsens,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,eu.polarclock_10.apk,config_DroidSafe_kobjsens4.xml,0,7202828.691,0,0,0,0,kobjsens,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,4,SPARK
1,eu.polarclock_10.apk,config_DroidSafe_kobjsens5.xml,0,7203120.581,0,0,0,0,kobjsens,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,5,SPARK
1,eu.polarclock_10.apk,config_DroidSafe_kobjsens6.xml,0,7203090.237,0,0,0,0,kobjsens,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,6,SPARK
1,eu.polarclock_10.apk,config_DroidSafe_limitcontextforcomplex.xml,0,7203737.308,0,0,0,0,limitcontextforcomplex,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,eu.polarclock_10.apk,config_DroidSafe_limitcontextforgui.xml,0,7204576.883,0,0,0,0,limitcontextforgui,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,eu.polarclock_10.apk,config_DroidSafe_limitcontextforstring.xml,0,7204408.349,0,0,0,0,limitcontextforstring,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,eu.polarclock_10.apk,config_DroidSafe_multipassfb.xml,0,7203948.238,0,0,0,0,multipassfb,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,eu.polarclock_10.apk,config_DroidSafe_noarrayindex.xml,0,7203936.028,0,0,0,0,noarrayindex,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
1,eu.polarclock_10.apk,config_DroidSafe_noclinitcontext.xml,0,7203573.961,0,0,0,0,noclinitcontext,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,3,SPARK
