apk;config;num_flows;time;total_TP;detected_TP;total_FP;detected_FP
/home/asm140830/Documents/benchmarks/fossdroid/results/droidsafe/replication3/singleconf/net.tedstein.AndroSS_17.apk;config_DroidSafe_analyzestringsunfiltered.xml;0;3033467.7212540116;0;0;0;0
/home/asm140830/Documents/benchmarks/fossdroid/results/droidsafe/replication3/singleconf/org.ninthfloor.copperpdf_4.apk;config_DroidSafe_analyzestringsunfiltered.xml;0;2554295.4250800246;0;0;0;0
/home/asm140830/Documents/benchmarks/fossdroid/results/droidsafe/replication3/singleconf/ru.henridellal.dialer_10.apk;config_DroidSafe_apicalldepth0.xml;0;554791.830430011;0;0;0;0
/home/asm140830/Documents/benchmarks/fossdroid/results/droidsafe/replication3/singleconf/com.angrydoughnuts.android.alarmclock_15.apk;config_DroidSafe_analyzestringsunfiltered.xml;0;3545051.1550260126;0;0;0;0
/home/asm140830/Documents/benchmarks/fossdroid/results/droidsafe/replication3/singleconf/anupam.acrylic_17.apk;config_DroidSafe_apicalldepth50.xml;17;1166492.0961669995;0;0;28;4
/home/asm140830/Documents/benchmarks/fossdroid/results/droidsafe/replication3/singleconf/com.github.yeriomin.workoutlog_2.apk;config_DroidSafe_apicalldepth0.xml;0;549261.0728169966;0;0;0;0
/home/asm140830/Documents/benchmarks/fossdroid/results/droidsafe/replication3/singleconf/io.github.alketii.mightyknight_1.apk;config_DroidSafe_apicalldepth1.xml;213;2521953.487185994;0;0;0;0
/home/asm140830/Documents/benchmarks/fossdroid/results/droidsafe/replication3/singleconf/anupam.acrylic_17.apk;config_DroidSafe_analyzestringsunfiltered.xml;0;3207641.603958007;0;0;0;0
/home/asm140830/Documents/benchmarks/fossdroid/results/droidsafe/replication3/singleconf/anupam.acrylic_17.apk;config_DroidSafe_apicalldepth0.xml;0;528421.481894009;0;0;0;0
/home/asm140830/Documents/benchmarks/fossdroid/results/droidsafe/replication3/singleconf/ru.henridellal.dialer_10.apk;config_DroidSafe_apicalldepth50.xml;0;961675.8594079874;0;0;0;0
/home/asm140830/Documents/benchmarks/fossdroid/results/droidsafe/replication3/singleconf/trikita.talalarmo_19.apk;config_DroidSafe_analyzestringsunfiltered.xml;0;5085740.059562988;0;0;0;0
/home/asm140830/Documents/benchmarks/fossdroid/results/droidsafe/replication3/singleconf/org.dyndns.sven_ola.debian_kit_6.apk;config_DroidSafe_analyzestringsunfiltered.xml;0;2092009.924810991;0;0;0;0
/home/asm140830/Documents/benchmarks/fossdroid/results/droidsafe/replication3/singleconf/net.tedstein.AndroSS_17.apk;config_DroidSafe_apicalldepth0.xml;0;472355.98687801394;0;0;0;0
/home/asm140830/Documents/benchmarks/fossdroid/results/droidsafe/replication3/singleconf/org.ninthfloor.copperpdf_4.apk;config_DroidSafe_apicalldepth0.xml;0;356858.6707460054;0;0;0;0
/home/asm140830/Documents/benchmarks/fossdroid/results/droidsafe/replication3/singleconf/pt.isec.tp.am_4.apk;config_DroidSafe_apicalldepth0.xml;0;468766.20645300136;0;0;0;0
/home/asm140830/Documents/benchmarks/fossdroid/results/droidsafe/replication3/singleconf/net.zygotelabs.locker_11.apk;config_DroidSafe_apicalldepth1.xml;0;1409618.3386240155;0;0;0;0
/home/asm140830/Documents/benchmarks/fossdroid/results/droidsafe/replication3/singleconf/net.zygotelabs.locker_11.apk;config_DroidSafe_apicalldepth50.xml;0;1292763.1415239885;0;0;0;0
/home/asm140830/Documents/benchmarks/fossdroid/results/droidsafe/replication3/singleconf/org.dyndns.sven_ola.debian_kit_6.apk;config_DroidSafe_apicalldepth1.xml;0;391296.7097609944;0;0;0;0
/home/asm140830/Documents/benchmarks/fossdroid/results/droidsafe/replication3/singleconf/org.dyndns.sven_ola.debian_kit_6.apk;config_DroidSafe_apicalldepth0.xml;0;538438.5846819787;0;0;0;0
/home/asm140830/Documents/benchmarks/fossdroid/results/droidsafe/replication3/singleconf/org.jsl.wfwt_14.apk;config_DroidSafe_analyzestringsunfiltered.xml;0;3930960.9002819927;0;0;0;0
/home/asm140830/Documents/benchmarks/fossdroid/results/droidsafe/replication3/singleconf/io.github.lonamiwebs.klooni_820.apk;config_DroidSafe_analyzestringsunfiltered.xml;0;3326301.044517022;0;0;0;0
/home/asm140830/Documents/benchmarks/fossdroid/results/droidsafe/replication3/singleconf/net.zygotelabs.locker_11.apk;config_DroidSafe_apicalldepth0.xml;0;2248424.7479340117;0;0;0;0
/home/asm140830/Documents/benchmarks/fossdroid/results/droidsafe/replication3/singleconf/org.tuxpaint_923.apk;config_DroidSafe_apicalldepth0.xml;0;2495076.8965370078;0;0;0;0
/home/asm140830/Documents/benchmarks/fossdroid/results/droidsafe/replication3/singleconf/jackpal.androidterm_72.apk;config_DroidSafe_analyzestringsunfiltered.xml;0;4105708.8122669957;0;0;0;0
/home/asm140830/Documents/benchmarks/fossdroid/results/droidsafe/replication3/singleconf/org.ninthfloor.copperpdf_4.apk;config_DroidSafe_apicalldepth1.xml;4;454946.09888800187;0;0;0;0
/home/asm140830/Documents/benchmarks/fossdroid/results/droidsafe/replication3/singleconf/com.miqote.shanawp_10.apk;config_DroidSafe_apicalldepth0.xml;0;473001.36110399035;0;0;0;0
/home/asm140830/Documents/benchmarks/fossdroid/results/droidsafe/replication3/singleconf/org.dnaq.dialer2_17.apk;config_DroidSafe_apicalldepth0.xml;0;494773.9944990026;0;0;0;0
/home/asm140830/Documents/benchmarks/fossdroid/results/droidsafe/replication3/singleconf/com.nutomic.ensichat_17.apk;config_DroidSafe_apicalldepth1.xml;0;7205319.783728017;0;0;0;0
/home/asm140830/Documents/benchmarks/fossdroid/results/droidsafe/replication3/singleconf/org.jsl.wfwt_14.apk;config_DroidSafe_apicalldepth1.xml;2;968424.0571020055;1;0;27;1
