repetition,apk,config,num_flows,time,time_median,total_TP,detected_TP,median_TP,total_FP,detected_FP,median_FP,run_time,completed,aliasalgo,aplength,callbackanalyzer,codeelimination,cgalgo,dataflowsolver,implicit,maxcallbackspercomponent,maxcallbacksdepth,pathalgo,staticmode,taintwrapper,aliasflowins,analyzeframeworks,nocallbacks,noexceptions,nothischainreduction,onesourceatatime,onecomponentatatime,pathspecificresults,enablereflection,singlejoinpointabstraction
1,anupam.acrylic_17.apk,config_FlowDroid_2way_0.xml,0,26022.98111,26022.98111,0,0,0,0,0,0,7073714.634,1,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,com.angrydoughnuts.android.alarmclock_15.apk,config_FlowDroid_2way_0.xml,33,54019.82303,54019.82303,27,6,6,207,17,17,7073714.634,1,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,com.github.yeriomin.workoutlog_2.apk,config_FlowDroid_2way_0.xml,1,48659.03166,45711.4162,0,0,0,12,0,0,7073714.634,1,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,com.gitlab.ardash.appleflinger.android_1005006.apk,config_FlowDroid_2way_0.xml,0,62404.74763,62698.8888,0,0,0,0,0,0,7073714.634,1,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,com.miqote.shanawp_10.apk,config_FlowDroid_2way_0.xml,0,26118.89553,26118.89553,0,0,0,0,0,0,7073714.634,1,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,com.notriddle.budget_44.apk,config_FlowDroid_2way_0.xml,0,31763.96898,31763.96898,0,0,0,0,0,0,7073714.634,1,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,com.nutomic.ensichat_17.apk,config_FlowDroid_2way_0.xml,0,137401.7027,137401.7027,0,0,0,0,0,0,7073714.634,1,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,daniel_32.flexiblewallpaper_2.apk,config_FlowDroid_2way_0.xml,0,20874.45543,23083.79987,0,0,0,0,0,0,7073714.634,1,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,eu.kanade.tachiyomi_41.apk,config_FlowDroid_2way_0.xml,87,2305169.239,2036774.463,0,0,0,0,0,0,7073714.634,1,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,eu.polarclock_10.apk,config_FlowDroid_2way_0.xml,0,34908.43088,27154.35765,0,0,0,0,0,0,7073714.634,1,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,io.github.alketii.mightyknight_1.apk,config_FlowDroid_2way_0.xml,0,36415.30632,36415.30632,0,0,0,0,0,0,7073714.634,1,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,io.github.lonamiwebs.klooni_820.apk,config_FlowDroid_2way_0.xml,0,82936.24206,86044.83154,0,0,0,0,0,0,7073714.634,1,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,jackpal.androidterm_72.apk,config_FlowDroid_2way_0.xml,0,31744.56039,35957.51375,0,0,0,0,0,0,7073714.634,1,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,net.khertan.forrunners_101030.apk,config_FlowDroid_2way_0.xml,0,38422.90963,38422.90963,0,0,0,0,0,0,7073714.634,1,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,net.osmand.plus_355.apk,config_FlowDroid_2way_0.xml,5,508358.7595,508358.7595,0,0,0,2,0,0,7073714.634,1,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,net.tedstein.AndroSS_17.apk,config_FlowDroid_2way_0.xml,0,21622.67881,27606.51291,0,0,0,0,0,0,7073714.634,1,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,net.zygotelabs.locker_11.apk,config_FlowDroid_2way_0.xml,0,26519.04823,30703.94923,0,0,0,0,0,0,7073714.634,1,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,nya.miku.wishmaster_54.apk,config_FlowDroid_2way_0.xml,49,2021574.041,2254292.485,0,0,0,67,8,7,7073714.634,1,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,org.dnaq.dialer2_17.apk,config_FlowDroid_2way_0.xml,13,36151.61781,31961.94803,7,2,2,92,1,1,7073714.634,1,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,org.dyndns.sven_ola.debian_kit_6.apk,config_FlowDroid_2way_0.xml,0,31707.50165,31066.82369,0,0,0,0,0,0,7073714.634,1,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,org.jfedor.frozenbubble_54.apk,config_FlowDroid_2way_0.xml,6,742305.3625,710749.2582,2,0,0,37,0,0,7073714.634,1,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,org.jsl.wfwt_14.apk,config_FlowDroid_2way_0.xml,6,39846.13383,37666.29228,1,1,1,52,1,1,7073714.634,1,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,org.ninthfloor.copperpdf_4.apk,config_FlowDroid_2way_0.xml,0,21266.33938,21266.33938,0,0,0,0,0,0,7073714.634,1,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,org.tuxpaint_923.apk,config_FlowDroid_2way_0.xml,0,43070.47948,37418.91795,0,0,0,0,0,0,7073714.634,1,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,org.zamedev.gloomydungeons2.opensource_1602221800.apk,config_FlowDroid_2way_0.xml,7,420651.2455,420651.2455,0,0,0,0,0,0,7073714.634,1,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,protect.budgetwatch_29.apk,config_FlowDroid_2way_0.xml,0,77076.6792,80493.87613,0,0,0,0,0,0,7073714.634,1,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,pt.isec.tp.am_4.apk,config_FlowDroid_2way_0.xml,0,23254.8035,26483.77197,0,0,0,0,0,0,7073714.634,1,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,ru.henridellal.dialer_10.apk,config_FlowDroid_2way_0.xml,0,40503.28602,40503.28602,0,0,0,0,0,0,7073714.634,1,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,trikita.talalarmo_19.apk,config_FlowDroid_2way_0.xml,0,39440.38268,37694.3069,0,0,0,0,0,0,7073714.634,1,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,uk.co.yahoo.p1rpp.calendartrigger_7.apk,config_FlowDroid_2way_0.xml,66,43503.98103,41955.94892,0,0,0,0,0,0,7073714.634,1,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,anupam.acrylic_17.apk,config_FlowDroid_2way_1.xml,0,34091.77591,34091.77591,0,0,0,0,0,0,35053809.82,1,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,com.angrydoughnuts.android.alarmclock_15.apk,config_FlowDroid_2way_1.xml,0,7207073.801,7207073.801,0,0,0,0,0,0,35053809.82,0,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,com.github.yeriomin.workoutlog_2.apk,config_FlowDroid_2way_1.xml,0,39662.54183,39662.54183,0,0,0,0,0,0,35053809.82,1,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,com.gitlab.ardash.appleflinger.android_1005006.apk,config_FlowDroid_2way_1.xml,0,176420.2655,179066.7565,0,0,0,0,0,0,35053809.82,1,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,com.miqote.shanawp_10.apk,config_FlowDroid_2way_1.xml,0,30908.06995,31011.53819,0,0,0,0,0,0,35053809.82,1,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,com.notriddle.budget_44.apk,config_FlowDroid_2way_1.xml,0,36099.32019,29466.22435,0,0,0,0,0,0,35053809.82,1,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,com.nutomic.ensichat_17.apk,config_FlowDroid_2way_1.xml,0,500916.8778,500916.8778,0,0,0,0,0,0,35053809.82,1,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,daniel_32.flexiblewallpaper_2.apk,config_FlowDroid_2way_1.xml,0,27554.74779,28581.63321,0,0,0,0,0,0,35053809.82,1,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,eu.kanade.tachiyomi_41.apk,config_FlowDroid_2way_1.xml,0,4746260.495,4291536.111,0,0,0,0,0,0,35053809.82,1,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,eu.polarclock_10.apk,config_FlowDroid_2way_1.xml,0,25102.70974,25102.70974,0,0,0,0,0,0,35053809.82,1,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,io.github.alketii.mightyknight_1.apk,config_FlowDroid_2way_1.xml,0,7213781.531,7213781.531,0,0,0,0,0,0,35053809.82,0,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,io.github.lonamiwebs.klooni_820.apk,config_FlowDroid_2way_1.xml,0,122335.3108,138302.3271,0,0,0,0,0,0,35053809.82,1,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,jackpal.androidterm_72.apk,config_FlowDroid_2way_1.xml,0,54091.74767,53282.02648,0,0,0,0,0,0,35053809.82,1,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,net.khertan.forrunners_101030.apk,config_FlowDroid_2way_1.xml,0,48569.16222,47827.28636,0,0,0,0,0,0,35053809.82,1,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,net.osmand.plus_355.apk,config_FlowDroid_2way_1.xml,0,6567299.677,6567299.677,0,0,0,0,0,0,35053809.82,1,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,net.tedstein.AndroSS_17.apk,config_FlowDroid_2way_1.xml,0,40201.23456,40201.23456,0,0,0,0,0,0,35053809.82,1,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,net.zygotelabs.locker_11.apk,config_FlowDroid_2way_1.xml,0,37185.06409,43919.21617,0,0,0,0,0,0,35053809.82,1,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,nya.miku.wishmaster_54.apk,config_FlowDroid_2way_1.xml,0,150673.1606,154502.606,0,0,0,0,0,0,35053809.82,1,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,org.dnaq.dialer2_17.apk,config_FlowDroid_2way_1.xml,6,82604.72582,7208435.118,7,1,0,92,1,0,35053809.82,1,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,org.dyndns.sven_ola.debian_kit_6.apk,config_FlowDroid_2way_1.xml,0,32198.53462,34300.57518,0,0,0,0,0,0,35053809.82,1,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,org.jfedor.frozenbubble_54.apk,config_FlowDroid_2way_1.xml,0,151085.0555,151085.0555,0,0,0,0,0,0,35053809.82,1,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,org.jsl.wfwt_14.apk,config_FlowDroid_2way_1.xml,0,50023.41701,53009.62158,0,0,0,0,0,0,35053809.82,1,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,org.ninthfloor.copperpdf_4.apk,config_FlowDroid_2way_1.xml,0,33205.76784,30535.39429,0,0,0,0,0,0,35053809.82,1,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,org.tuxpaint_923.apk,config_FlowDroid_2way_1.xml,0,55818.2657,53928.30209,0,0,0,0,0,0,35053809.82,1,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,org.zamedev.gloomydungeons2.opensource_1602221800.apk,config_FlowDroid_2way_1.xml,0,113238.1859,105469.0595,0,0,0,0,0,0,35053809.82,1,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,protect.budgetwatch_29.apk,config_FlowDroid_2way_1.xml,0,7208928.121,7210383.219,0,0,0,0,0,0,35053809.82,0,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,pt.isec.tp.am_4.apk,config_FlowDroid_2way_1.xml,0,51536.17912,49018.52358,0,0,0,0,0,0,35053809.82,1,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,ru.henridellal.dialer_10.apk,config_FlowDroid_2way_1.xml,0,71996.92753,71996.92753,0,0,0,0,0,0,35053809.82,1,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,trikita.talalarmo_19.apk,config_FlowDroid_2way_1.xml,0,106927.8727,101183.9216,0,0,0,0,0,0,35053809.82,1,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,uk.co.yahoo.p1rpp.calendartrigger_7.apk,config_FlowDroid_2way_1.xml,0,38019.27079,38019.27079,0,0,0,0,0,0,35053809.82,1,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,anupam.acrylic_17.apk,config_FlowDroid_2way_10.xml,0,38707.01641,38882.93423,0,0,0,0,0,0,20265884.71,1,NONE,4,DEFAULT,REMOVECODE,GEOM,FLOWINSENSITIVE,ALL,1,1,SOURCESONLY,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
1,com.angrydoughnuts.android.alarmclock_15.apk,config_FlowDroid_2way_10.xml,0,94177.95818,99409.44838,0,0,0,0,0,0,20265884.71,1,NONE,4,DEFAULT,REMOVECODE,GEOM,FLOWINSENSITIVE,ALL,1,1,SOURCESONLY,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
1,com.github.yeriomin.workoutlog_2.apk,config_FlowDroid_2way_10.xml,0,39513.55003,44034.62772,0,0,0,0,0,0,20265884.71,1,NONE,4,DEFAULT,REMOVECODE,GEOM,FLOWINSENSITIVE,ALL,1,1,SOURCESONLY,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
1,com.gitlab.ardash.appleflinger.android_1005006.apk,config_FlowDroid_2way_10.xml,0,41474.41624,41474.41624,0,0,0,0,0,0,20265884.71,1,NONE,4,DEFAULT,REMOVECODE,GEOM,FLOWINSENSITIVE,ALL,1,1,SOURCESONLY,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
1,com.miqote.shanawp_10.apk,config_FlowDroid_2way_10.xml,0,33253.43595,33253.43595,0,0,0,0,0,0,20265884.71,1,NONE,4,DEFAULT,REMOVECODE,GEOM,FLOWINSENSITIVE,ALL,1,1,SOURCESONLY,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
1,com.notriddle.budget_44.apk,config_FlowDroid_2way_10.xml,0,45382.7967,45382.7967,0,0,0,0,0,0,20265884.71,1,NONE,4,DEFAULT,REMOVECODE,GEOM,FLOWINSENSITIVE,ALL,1,1,SOURCESONLY,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
