apk;config;--aliasalgo;--aplength;--callbackanalyzer;--codeelimination;--cgalgo;--dataflowsolver;--implicit;--maxcallbackspercomponent;--maxcallbacksdepth;--pathalgo;--staticmode;--taintwrapper;--aliasflowins;--nocallbacks;--noexceptions;--nothischainreduction;--onesourceatatime;--onecomponentatatime;--pathspecificresults;--enablereflection;--singlejoinpointabstraction;num_flows;time
com.audible.application_2.46.0-55051_minAPI16(arm64-v8a,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;525;3523126.51364598
com.audiomack_4.12.5-4846_minAPI16(arm64-v8a)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;76;2175748.883244
com.azure.authenticator_6.2002.0898-20200898_minAPI19(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;425;1341916.741758
com.bitstrips.imoji_10.75.0.3793-1075003793_minAPI19(arm64-v8a,armeabi-v7a)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;24;722294.815057074
com.contextlogic.wish_4.37.1-1201_minAPI19(arm64-v8a,armeabi,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;101;1767343.45476795
com.creditkarma.mobile_5.3.2-342483_minAPI19(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;16;2461748.95507493
com.ebay.mobile_5.39.0.13-184_minAPI23(arm64-v8a,armeabi,armeabi-v7a,mips,x86,x86_64)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;104;1530954.93723301
com.enflick.android.TextNow_20.2.0.1-13121_minAPI19(arm64-v8a)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0;7228217.15022798
com.expedia.bookings_20.5.0-20050001_minAPI24(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;169;1081291.50620801
com.facebook.katana_256.0.0.39.117-196542507_minAPI28(arm64-v8a)(560,640dpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0;103939.514819998
com.facebook.orca_250.0.0.12.117-196541016_minAPI28(arm64-v8a)(560,640,400,420,360,480dpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0;107771.848781966
com.fitbit.FitbitMobile_3.14-20243460_minAPI24(arm64-v8a,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;298;2042965.03665391
com.foxsports.android_4.14.0-4140013_minAPI23(arm64-v8a,armeabi-v7a)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;168;2095406.92511504
com.google.android.apps.adm_2.4.026-1-20000201_minAPI16(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;34;2505837.51319
com.google.android.apps.classroom_6.1.062.03.40-200620340_minAPI19(arm64-v8a)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;150;1661797.17722395
com.google.android.apps.googleassistant_0.1.187945513-35_minAPI21(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0;23342.4846610287
com.google.android.apps.youtube.kids_4.56.1-105601144_minAPI17(arm64-v8a)(480dpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;131;1686009.88580007
com.google.android.apps.youtube.music_3.51.54-35154240_minAPI21(arm64-v8a)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;122;1573120.86890196
com.google.android.play.games_2020.01.15709_(292726199.292726199-000402)-157090042_minAPI16(arm64-v8a)(160dpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;76;1529896.36840997
com.google.android.projection.gearhead_5.0.500214-release-50500214_minAPI21(arm64-v8a)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;211;5989056.75481597
com.google.android.projection.gearhead_5.0.500214-release-50500214_minAPI21(arm64-v8a)(nodpi)_apkmirror.com(1).apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0;7218636.53499202
com.google.android.webview_80.0.3987.87-398708730_minAPI21(arm64-v8a,armeabi-v7a)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;33;2289144.92173493
com.hulu.plus_3.68.0.308260-308260_minAPI21(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;70;947909.860430984
com.instagram.android_127.0.0.30.121-196643814_minAPI23(arm64-v8a)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;79;2207466.99185204
com.intuit.turbo_3.26.4-1032604_minAPI23(arm64-v8a,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;116;1911292.69981396
com.intuit.turbotax.mobile_5.10.0-5100_minAPI21(arm64-v8a,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;17;1784168.32571896
com.mcdonalds.app_6.4.0-367_minAPI21(arm64-v8a,armeabi,armeabi-v7a,mips,mips64,x86,x86_64)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;139;1654338.64134003
com.mercariapp.mercari_6.10.5-9021_minAPI21(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;39;1363170.83681503
com.microsoft.appmanager_1.19122.149.0-174149_minAPI19(arm64-v8a,armeabi-v7a)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;22;1609969.32373801
com.microsoft.office.outlook_4.1.22-391_minAPI21(arm64-v8a,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;355;1954415.314971
com.netflix.mediaclient_6.26.1_build_15_31696-31696_minAPI21(armeabi-v7a)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;12;1024792.44558897
com.particlenews.newsbreak_6.4.0-366_minAPI21(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;59;1751566.98728504
com.paypal.android.p2pmobile_7.18.0-1150072802_minAPI19(arm64-v8a)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;76;1709198.47305899
com.pinterest_7.43.0-7438120_minAPI19(arm64-v8a)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;107;1216070.37057704
com.remind101_10.10.0.41766-200123184_minAPI19(arm64-v8a,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;50;923429.948145058
com.roku.remote_v6.2.2.333206-99_minAPI19(arm64-v8a,armeabi,armeabi-v7a,mips,mips64,x86,x86_64)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;18;1542996.26025907
com.shopify.arrive_1.6.0-73_minAPI21(arm64-v8a,armeabi,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;18;1156712.73310401
com.snapchat.android_10.75.0.0-2012_minAPI19(arm64-v8a)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;27;934295.391260996
com.squareup.cash_3.7.1-3070100_minAPI21(arm64-v8a,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;19;1956510.45668207
com.tubitv_3.6.1-344_minAPI16(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;60;1848172.48221592
com.twitter.android_8.24.1-release.01-18241001_minAPI21(arm64-v8a,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0;177046.424101922
com.ubercab_4.288.10001-56091_minAPI19(arm64-v8a)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;108;958907.699804055
com.venmo_7.34.0-1322_minAPI21(arm64-v8a,armeabi,armeabi-v7a,mips,x86,x86_64)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;214;2201815.25894406
com.whatsapp_2.20.27-453166_minAPI15(arm64-v8a)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0;7220061.38057506
com.yelp.android_10.28.0-21026803-21026803_minAPI21(arm64-v8a,armeabi,armeabi-v7a,mips,mips64,x86,x86_64)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0;7240856.61350994
gov.irs_5.4.5.1-68_minAPI21(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;13;937716.118018026
me.lyft.android_6.17.3.1580303339-1580303339_minAPI21(arm64-v8a,armeabi,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;110;1229044.50576298
tv.pluto.android_3.8.6-410400034_minAPI19(arm64-v8a)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;156;1581037.18412202
tv.twitch.android.app_8.6.1-806010_minAPI21(arm64-v8a,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;87;1309955.186059
videoeditor.videorecorder.screenrecorder_1.2.2.2-31222_minAPI21(arm64-v8a)(nodpi)_apkmirror.com.apk;0;FLOWSENSITIVE;2;FAST;PROPAGATECONSTS;CHA;FLOWINSENSITIVE;ARRAYONLY;1;0;CONTEXTINSENSITIVE;CONTEXTFLOWINSENSITIVE;EASY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;73;1724534.9390941
com.audible.application_2.46.0-55051_minAPI16(arm64-v8a,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk;1;PTSBASED;3;DEFAULT;REMOVECODE;VTA;CONTEXTFLOWSENSITIVE;ALL;50;0;SOURCESONLY;NONE;NONE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;0;176829.14050098
com.audiomack_4.12.5-4846_minAPI16(arm64-v8a)(nodpi)_apkmirror.com.apk;1;PTSBASED;3;DEFAULT;REMOVECODE;VTA;CONTEXTFLOWSENSITIVE;ALL;50;0;SOURCESONLY;NONE;NONE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;0;7226122.94914899
com.azure.authenticator_6.2002.0898-20200898_minAPI19(nodpi)_apkmirror.com.apk;1;PTSBASED;3;DEFAULT;REMOVECODE;VTA;CONTEXTFLOWSENSITIVE;ALL;50;0;SOURCESONLY;NONE;NONE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;0;412029.145937064
com.bitstrips.imoji_10.75.0.3793-1075003793_minAPI19(arm64-v8a,armeabi-v7a)(nodpi)_apkmirror.com.apk;1;PTSBASED;3;DEFAULT;REMOVECODE;VTA;CONTEXTFLOWSENSITIVE;ALL;50;0;SOURCESONLY;NONE;NONE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;0;2728264.08456592
com.contextlogic.wish_4.37.1-1201_minAPI19(arm64-v8a,armeabi,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk;1;PTSBASED;3;DEFAULT;REMOVECODE;VTA;CONTEXTFLOWSENSITIVE;ALL;50;0;SOURCESONLY;NONE;NONE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;0;7223906.05809796
com.creditkarma.mobile_5.3.2-342483_minAPI19(nodpi)_apkmirror.com.apk;1;PTSBASED;3;DEFAULT;REMOVECODE;VTA;CONTEXTFLOWSENSITIVE;ALL;50;0;SOURCESONLY;NONE;NONE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;0;462212.970611057
com.ebay.mobile_5.39.0.13-184_minAPI23(arm64-v8a,armeabi,armeabi-v7a,mips,x86,x86_64)(nodpi)_apkmirror.com.apk;1;PTSBASED;3;DEFAULT;REMOVECODE;VTA;CONTEXTFLOWSENSITIVE;ALL;50;0;SOURCESONLY;NONE;NONE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;0;7236071.50029601
com.enflick.android.TextNow_20.2.0.1-13121_minAPI19(arm64-v8a)(nodpi)_apkmirror.com.apk;1;PTSBASED;3;DEFAULT;REMOVECODE;VTA;CONTEXTFLOWSENSITIVE;ALL;50;0;SOURCESONLY;NONE;NONE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;0;7251322.43739197
com.expedia.bookings_20.5.0-20050001_minAPI24(nodpi)_apkmirror.com.apk;1;PTSBASED;3;DEFAULT;REMOVECODE;VTA;CONTEXTFLOWSENSITIVE;ALL;50;0;SOURCESONLY;NONE;NONE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;0;7217572.26302999
com.facebook.katana_256.0.0.39.117-196542507_minAPI28(arm64-v8a)(560,640dpi)_apkmirror.com.apk;1;PTSBASED;3;DEFAULT;REMOVECODE;VTA;CONTEXTFLOWSENSITIVE;ALL;50;0;SOURCESONLY;NONE;NONE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;0;236866.664055036
com.facebook.orca_250.0.0.12.117-196541016_minAPI28(arm64-v8a)(560,640,400,420,360,480dpi)_apkmirror.com.apk;1;PTSBASED;3;DEFAULT;REMOVECODE;VTA;CONTEXTFLOWSENSITIVE;ALL;50;0;SOURCESONLY;NONE;NONE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;0;107807.215043926
com.fitbit.FitbitMobile_3.14-20243460_minAPI24(arm64-v8a,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk;1;PTSBASED;3;DEFAULT;REMOVECODE;VTA;CONTEXTFLOWSENSITIVE;ALL;50;0;SOURCESONLY;NONE;NONE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;0;7260123.41408699
com.foxsports.android_4.14.0-4140013_minAPI23(arm64-v8a,armeabi-v7a)(nodpi)_apkmirror.com.apk;1;PTSBASED;3;DEFAULT;REMOVECODE;VTA;CONTEXTFLOWSENSITIVE;ALL;50;0;SOURCESONLY;NONE;NONE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;0;2838996.12926797
com.google.android.apps.adm_2.4.026-1-20000201_minAPI16(nodpi)_apkmirror.com.apk;1;PTSBASED;3;DEFAULT;REMOVECODE;VTA;CONTEXTFLOWSENSITIVE;ALL;50;0;SOURCESONLY;NONE;NONE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;0;32936.555325985
com.google.android.apps.classroom_6.1.062.03.40-200620340_minAPI19(arm64-v8a)(nodpi)_apkmirror.com.apk;1;PTSBASED;3;DEFAULT;REMOVECODE;VTA;CONTEXTFLOWSENSITIVE;ALL;50;0;SOURCESONLY;NONE;NONE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;0;729810.760771972
com.google.android.apps.googleassistant_0.1.187945513-35_minAPI21(nodpi)_apkmirror.com.apk;1;PTSBASED;3;DEFAULT;REMOVECODE;VTA;CONTEXTFLOWSENSITIVE;ALL;50;0;SOURCESONLY;NONE;NONE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;0;18762.5861539273
