file,num_matches,num_true,num_false,precision
daniel_32.flexiblewallpaper_2.apk_config_DroidSafe_1.xml,0,0,0,0
daniel_32.flexiblewallpaper_2.apk_config_DroidSafe_0.xml,0,0,0,0
ru.henridellal.dialer_10.apk_config_DroidSafe_3.xml,0,0,0,0
anupam.acrylic_17.apk_config_DroidSafe_0.xml,0,0,0,0
org.dyndns.sven_ola.debian_kit_6.apk_config_DroidSafe_0.xml,0,0,0,0
com.miqote.shanawp_10.apk_config_DroidSafe_0.xml,0,0,0,0
eu.polarclock_10.apk_config_DroidSafe_0.xml,0,0,0,0
net.khertan.forrunners_101030.apk_config_DroidSafe_0.xml,0,0,0,0
com.github.yeriomin.workoutlog_2.apk_config_DroidSafe_0.xml,0,0,0,0
com.miqote.shanawp_10.apk_config_DroidSafe_1.xml,0,0,0,0
io.github.alketii.mightyknight_1.apk_config_DroidSafe_0.xml,0,0,0,0
org.dnaq.dialer2_17.apk_config_DroidSafe_0.xml,0,0,0,0
pt.isec.tp.am_4.apk_config_DroidSafe_0.xml,0,0,0,0
ru.henridellal.dialer_10.apk_config_DroidSafe_0.xml,0,0,0,0
daniel_32.flexiblewallpaper_2.apk_config_DroidSafe_2.xml,0,0,0,0
com.angrydoughnuts.android.alarmclock_15.apk_config_DroidSafe_0.xml,0,0,0,0
org.ninthfloor.copperpdf_4.apk_config_DroidSafe_2.xml,0,0,0,0
org.jsl.wfwt_14.apk_config_DroidSafe_0.xml,0,0,0,0
org.jfedor.frozenbubble_54.apk_config_DroidSafe_0.xml,0,0,0,0
org.jfedor.frozenbubble_54.apk_config_DroidSafe_1.xml,0,0,0,0
anupam.acrylic_17.apk_config_DroidSafe_1.xml,0,0,0,0
net.zygotelabs.locker_11.apk_config_DroidSafe_1.xml,0,0,0,0
net.tedstein.AndroSS_17.apk_config_DroidSafe_1.xml,0,0,0,0
org.dyndns.sven_ola.debian_kit_6.apk_config_DroidSafe_1.xml,0,0,0,0
nya.miku.wishmaster_54.apk_config_DroidSafe_1.xml,0,0,0,0
org.ninthfloor.copperpdf_4.apk_config_DroidSafe_3.xml,0,0,0,0
org.jsl.wfwt_14.apk_config_DroidSafe_1.xml,0,0,0,0
com.gitlab.ardash.appleflinger.android_1005006.apk_config_DroidSafe_1.xml,0,0,0,0
org.ninthfloor.copperpdf_4.apk_config_DroidSafe_0.xml,0,0,0,0
com.notriddle.budget_44.apk_config_DroidSafe_0.xml,0,0,0,0
pt.isec.tp.am_4.apk_config_DroidSafe_1.xml,0,0,0,0
org.dnaq.dialer2_17.apk_config_DroidSafe_1.xml,0,0,0,0
ru.henridellal.dialer_10.apk_config_DroidSafe_1.xml,0,0,0,0
ru.henridellal.dialer_10.apk_config_DroidSafe_2.xml,0,0,0,0
org.ninthfloor.copperpdf_4.apk_config_DroidSafe_1.xml,0,0,0,0
org.jsl.wfwt_14.apk_config_DroidSafe_3.xml,0,0,0,0
io.github.alketii.mightyknight_1.apk_config_DroidSafe_1.xml,0,0,0,0
io.github.lonamiwebs.klooni_820.apk_config_DroidSafe_0.xml,0,0,0,0
org.dnaq.dialer2_17.apk_config_DroidSafe_3.xml,0,0,0,0
jackpal.androidterm_72.apk_config_DroidSafe_1.xml,0,0,0,0
pt.isec.tp.am_4.apk_config_DroidSafe_2.xml,0,0,0,0
anupam.acrylic_17.apk_config_DroidSafe_3.xml,0,0,0,0
net.tedstein.AndroSS_17.apk_config_DroidSafe_0.xml,0,0,0,0
nya.miku.wishmaster_54.apk_config_DroidSafe_0.xml,0,0,0,0
org.dnaq.dialer2_17.apk_config_DroidSafe_2.xml,0,0,0,0
com.gitlab.ardash.appleflinger.android_1005006.apk_config_DroidSafe_0.xml,0,0,0,0
com.github.yeriomin.workoutlog_2.apk_config_DroidSafe_2.xml,0,0,0,0
com.miqote.shanawp_10.apk_config_DroidSafe_3.xml,0,0,0,0
net.khertan.forrunners_101030.apk_config_DroidSafe_3.xml,0,0,0,0
eu.polarclock_10.apk_config_DroidSafe_3.xml,0,0,0,0
org.tuxpaint_923.apk_config_DroidSafe_1.xml,0,0,0,0
com.notriddle.budget_44.apk_config_DroidSafe_3.xml,0,0,0,0
com.angrydoughnuts.android.alarmclock_15.apk_config_DroidSafe_1.xml,0,0,0,0
jackpal.androidterm_72.apk_config_DroidSafe_3.xml,0,0,0,0
anupam.acrylic_17.apk_config_DroidSafe_2.xml,0,0,0,0
org.tuxpaint_923.apk_config_DroidSafe_0.xml,0,0,0,0
org.dyndns.sven_ola.debian_kit_6.apk_config_DroidSafe_2.xml,0,0,0,0
trikita.talalarmo_19.apk_config_DroidSafe_0.xml,0,0,0,0
net.zygotelabs.locker_11.apk_config_DroidSafe_0.xml,0,0,0,0
com.github.yeriomin.workoutlog_2.apk_config_DroidSafe_1.xml,0,0,0,0
net.khertan.forrunners_101030.apk_config_DroidSafe_1.xml,0,0,0,0
com.github.yeriomin.workoutlog_2.apk_config_DroidSafe_3.xml,0,0,0,0
trikita.talalarmo_19.apk_config_DroidSafe_3.xml,0,0,0,0
net.tedstein.AndroSS_17.apk_config_DroidSafe_2.xml,0,0,0,0
org.tuxpaint_923.apk_config_DroidSafe_3.xml,0,0,0,0
net.tedstein.AndroSS_17.apk_config_DroidSafe_3.xml,0,0,0,0
com.miqote.shanawp_10.apk_config_DroidSafe_2.xml,0,0,0,0
daniel_32.flexiblewallpaper_2.apk_config_DroidSafe_3.xml,0,0,0,0
org.jfedor.frozenbubble_54.apk_config_DroidSafe_3.xml,0,0,0,0
com.angrydoughnuts.android.alarmclock_15.apk_config_DroidSafe_3.xml,0,0,0,0
com.miqote.shanawp_10.apk_config_DroidSafe_5.xml,0,0,0,0
io.github.lonamiwebs.klooni_820.apk_config_DroidSafe_3.xml,0,0,0,0
io.github.alketii.mightyknight_1.apk_config_DroidSafe_5.xml,0,0,0,0
org.dyndns.sven_ola.debian_kit_6.apk_config_DroidSafe_3.xml,0,0,0,0
io.github.alketii.mightyknight_1.apk_config_DroidSafe_3.xml,0,0,0,0
nya.miku.wishmaster_54.apk_config_DroidSafe_3.xml,0,0,0,0
org.jsl.wfwt_14.apk_config_DroidSafe_2.xml,0,0,0,0
net.zygotelabs.locker_11.apk_config_DroidSafe_3.xml,0,0,0,0
pt.isec.tp.am_4.apk_config_DroidSafe_3.xml,0,0,0,0
anupam.acrylic_17.apk_config_DroidSafe_5.xml,0,0,0,0
com.gitlab.ardash.appleflinger.android_1005006.apk_config_DroidSafe_3.xml,0,0,0,0
daniel_32.flexiblewallpaper_2.apk_config_DroidSafe_6.xml,0,0,0,0
net.tedstein.AndroSS_17.apk_config_DroidSafe_4.xml,0,0,0,0
org.ninthfloor.copperpdf_4.apk_config_DroidSafe_4.xml,0,0,0,0
nya.miku.wishmaster_54.apk_config_DroidSafe_6.xml,0,0,0,0
org.dnaq.dialer2_17.apk_config_DroidSafe_4.xml,0,0,0,0
com.miqote.shanawp_10.apk_config_DroidSafe_4.xml,0,0,0,0
org.tuxpaint_923.apk_config_DroidSafe_4.xml,0,0,0,0
com.angrydoughnuts.android.alarmclock_15.apk_config_DroidSafe_4.xml,0,0,0,0
