apk,config,config_number,num_flows,time,aliasalgo,aplength,callbackanalyzer,codeelimination,cgalgo,dataflowsolver,implicit,maxcallbackspercomponent,maxcallbacksdepth,pathalgo,staticmode,taintwrapper,aliasflowins,nocallbacks,noexceptions,nothischainreduction,onesourceatatime,onecomponentatatime,pathspecificresults,enablereflection,singlejoinpointabstraction
nya.miku.wishmaster_54.apk,config_FlowDroid_23.xml,23,1,6793815.848,PTSBASED,1,FAST,NONE,AUTO,CONTEXTFLOWSENSITIVE,NONE,90,50,CONTEXTINSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
net.osmand.plus_355.apk,config_FlowDroid_23.xml,23,0,6000233.681,PTSBASED,1,FAST,NONE,AUTO,CONTEXTFLOWSENSITIVE,NONE,90,50,CONTEXTINSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
uk.co.yahoo.p1rpp.calendartrigger_7.apk,config_FlowDroid_24.xml,24,0,119090.2167,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
org.ninthfloor.copperpdf_4.apk,config_FlowDroid_24.xml,24,0,105836.2102,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
com.notriddle.budget_44.apk,config_FlowDroid_24.xml,24,0,106681.6188,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
org.jsl.wfwt_14.apk,config_FlowDroid_24.xml,24,0,165658.0411,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
net.tedstein.AndroSS_17.apk,config_FlowDroid_24.xml,24,0,117902.7485,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
io.github.alketii.mightyknight_1.apk,config_FlowDroid_24.xml,24,0,190083.6313,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
anupam.acrylic_17.apk,config_FlowDroid_24.xml,24,0,101684.7054,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
net.zygotelabs.locker_11.apk,config_FlowDroid_24.xml,24,0,121649.5975,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
com.github.yeriomin.workoutlog_2.apk,config_FlowDroid_24.xml,24,0,127522.2526,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
protect.budgetwatch_29.apk,config_FlowDroid_24.xml,24,0,1259537.306,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
org.dyndns.sven_ola.debian_kit_6.apk,config_FlowDroid_24.xml,24,0,102241.2255,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
org.zamedev.gloomydungeons2.opensource_1602221800.apk,config_FlowDroid_24.xml,24,0,349095.7256,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
com.miqote.shanawp_10.apk,config_FlowDroid_24.xml,24,0,86446.97195,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
daniel_32.flexiblewallpaper_2.apk,config_FlowDroid_24.xml,24,0,87794.14993,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
ru.henridellal.dialer_10.apk,config_FlowDroid_24.xml,24,0,127325.7635,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
eu.polarclock_10.apk,config_FlowDroid_24.xml,24,0,80051.50129,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
com.gitlab.ardash.appleflinger.android_1005006.apk,config_FlowDroid_24.xml,24,0,445997.9483,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
com.materialos.cm.theme_5.apk,config_FlowDroid_24.xml,24,0,94286.21485,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
jackpal.androidterm_72.apk,config_FlowDroid_24.xml,24,0,180189.4393,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
org.tuxpaint_923.apk,config_FlowDroid_24.xml,24,0,208938.897,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
org.jfedor.frozenbubble_54.apk,config_FlowDroid_24.xml,24,0,912017.4877,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
net.khertan.forrunners_101030.apk,config_FlowDroid_24.xml,24,0,163434.0303,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
io.github.lonamiwebs.klooni_820.apk,config_FlowDroid_24.xml,24,0,460199.6032,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
nya.miku.wishmaster_54.apk,config_FlowDroid_24.xml,24,0,603299.5316,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
trikita.talalarmo_19.apk,config_FlowDroid_24.xml,24,0,307927.7339,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
pt.isec.tp.am_4.apk,config_FlowDroid_24.xml,24,0,139270.2446,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
com.nutomic.ensichat_17.apk,config_FlowDroid_24.xml,24,0,1630424.46,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
org.dnaq.dialer2_17.apk,config_FlowDroid_24.xml,24,4,4422957.556,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
com.angrydoughnuts.android.alarmclock_15.apk,config_FlowDroid_24.xml,24,0,7225019.905,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
eu.kanade.tachiyomi_41.apk,config_FlowDroid_24.xml,24,0,7246320.082,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
net.osmand.plus_355.apk,config_FlowDroid_24.xml,24,0,7455321.014,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
net.zygotelabs.locker_11.apk,config_FlowDroid_25.xml,25,0,124092.8687,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
org.dnaq.dialer2_17.apk,config_FlowDroid_25.xml,25,3,149389.4548,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
io.github.alketii.mightyknight_1.apk,config_FlowDroid_25.xml,25,0,224796.0661,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
pt.isec.tp.am_4.apk,config_FlowDroid_25.xml,25,0,154457.5856,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
org.ninthfloor.copperpdf_4.apk,config_FlowDroid_25.xml,25,0,95271.57215,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
net.tedstein.AndroSS_17.apk,config_FlowDroid_25.xml,25,0,109735.9042,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
org.jsl.wfwt_14.apk,config_FlowDroid_25.xml,25,6,298380.6476,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
trikita.talalarmo_19.apk,config_FlowDroid_25.xml,25,0,264595.7823,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
uk.co.yahoo.p1rpp.calendartrigger_7.apk,config_FlowDroid_25.xml,25,0,115664.9638,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
org.tuxpaint_923.apk,config_FlowDroid_25.xml,25,0,219173.0322,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
com.notriddle.budget_44.apk,config_FlowDroid_25.xml,25,0,155590.1474,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
eu.polarclock_10.apk,config_FlowDroid_25.xml,25,0,92367.58353,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
jackpal.androidterm_72.apk,config_FlowDroid_25.xml,25,0,179612.8192,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
org.jfedor.frozenbubble_54.apk,config_FlowDroid_25.xml,25,0,348913.695,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
org.dyndns.sven_ola.debian_kit_6.apk,config_FlowDroid_25.xml,25,0,108708.0643,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
anupam.acrylic_17.apk,config_FlowDroid_25.xml,25,0,110599.7026,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
ru.henridellal.dialer_10.apk,config_FlowDroid_25.xml,25,0,168571.0097,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
com.miqote.shanawp_10.apk,config_FlowDroid_25.xml,25,0,101623.1846,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
daniel_32.flexiblewallpaper_2.apk,config_FlowDroid_25.xml,25,0,100003.9783,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
net.khertan.forrunners_101030.apk,config_FlowDroid_25.xml,25,0,159841.0938,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
com.materialos.cm.theme_5.apk,config_FlowDroid_25.xml,25,0,122044.8684,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
io.github.lonamiwebs.klooni_820.apk,config_FlowDroid_25.xml,25,0,657312.6231,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
com.gitlab.ardash.appleflinger.android_1005006.apk,config_FlowDroid_25.xml,25,0,628528.0417,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
protect.budgetwatch_29.apk,config_FlowDroid_25.xml,25,0,645038.3853,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
com.angrydoughnuts.android.alarmclock_15.apk,config_FlowDroid_25.xml,25,3,311377.0155,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
com.nutomic.ensichat_17.apk,config_FlowDroid_25.xml,25,0,1190941.447,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
eu.kanade.tachiyomi_41.apk,config_FlowDroid_25.xml,25,0,2080160.813,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
net.osmand.plus_355.apk,config_FlowDroid_25.xml,25,3,2075816.052,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
nya.miku.wishmaster_54.apk,config_FlowDroid_25.xml,25,0,7232659.732,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
org.zamedev.gloomydungeons2.opensource_1602221800.apk,config_FlowDroid_25.xml,25,0,7242514.43,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
com.github.yeriomin.workoutlog_2.apk,config_FlowDroid_25.xml,25,0,7225700.816,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
net.tedstein.AndroSS_17.apk,config_FlowDroid_26.xml,26,0,119311.4813,FLOWSENSITIVE,4,DEFAULT,NONE,SPARK,CONTEXTFLOWSENSITIVE,ARRAYONLY,120,50,CONTEXTINSENSITIVE,NONE,DEFAULT,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
com.notriddle.budget_44.apk,config_FlowDroid_26.xml,26,0,130279.8082,FLOWSENSITIVE,4,DEFAULT,NONE,SPARK,CONTEXTFLOWSENSITIVE,ARRAYONLY,120,50,CONTEXTINSENSITIVE,NONE,DEFAULT,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
uk.co.yahoo.p1rpp.calendartrigger_7.apk,config_FlowDroid_26.xml,26,8,205679.4689,FLOWSENSITIVE,4,DEFAULT,NONE,SPARK,CONTEXTFLOWSENSITIVE,ARRAYONLY,120,50,CONTEXTINSENSITIVE,NONE,DEFAULT,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
org.ninthfloor.copperpdf_4.apk,config_FlowDroid_26.xml,26,0,111445.6233,FLOWSENSITIVE,4,DEFAULT,NONE,SPARK,CONTEXTFLOWSENSITIVE,ARRAYONLY,120,50,CONTEXTINSENSITIVE,NONE,DEFAULT,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
org.tuxpaint_923.apk,config_FlowDroid_26.xml,26,0,217587.6714,FLOWSENSITIVE,4,DEFAULT,NONE,SPARK,CONTEXTFLOWSENSITIVE,ARRAYONLY,120,50,CONTEXTINSENSITIVE,NONE,DEFAULT,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
org.jsl.wfwt_14.apk,config_FlowDroid_26.xml,26,0,149012.3115,FLOWSENSITIVE,4,DEFAULT,NONE,SPARK,CONTEXTFLOWSENSITIVE,ARRAYONLY,120,50,CONTEXTINSENSITIVE,NONE,DEFAULT,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
com.github.yeriomin.workoutlog_2.apk,config_FlowDroid_26.xml,26,0,147401.123,FLOWSENSITIVE,4,DEFAULT,NONE,SPARK,CONTEXTFLOWSENSITIVE,ARRAYONLY,120,50,CONTEXTINSENSITIVE,NONE,DEFAULT,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
jackpal.androidterm_72.apk,config_FlowDroid_26.xml,26,0,195609.0656,FLOWSENSITIVE,4,DEFAULT,NONE,SPARK,CONTEXTFLOWSENSITIVE,ARRAYONLY,120,50,CONTEXTINSENSITIVE,NONE,DEFAULT,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
eu.polarclock_10.apk,config_FlowDroid_26.xml,26,0,101218.8236,FLOWSENSITIVE,4,DEFAULT,NONE,SPARK,CONTEXTFLOWSENSITIVE,ARRAYONLY,120,50,CONTEXTINSENSITIVE,NONE,DEFAULT,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
anupam.acrylic_17.apk,config_FlowDroid_26.xml,26,0,123558.3704,FLOWSENSITIVE,4,DEFAULT,NONE,SPARK,CONTEXTFLOWSENSITIVE,ARRAYONLY,120,50,CONTEXTINSENSITIVE,NONE,DEFAULT,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
trikita.talalarmo_19.apk,config_FlowDroid_26.xml,26,0,172580.4598,FLOWSENSITIVE,4,DEFAULT,NONE,SPARK,CONTEXTFLOWSENSITIVE,ARRAYONLY,120,50,CONTEXTINSENSITIVE,NONE,DEFAULT,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
org.dnaq.dialer2_17.apk,config_FlowDroid_26.xml,26,2,133841.6076,FLOWSENSITIVE,4,DEFAULT,NONE,SPARK,CONTEXTFLOWSENSITIVE,ARRAYONLY,120,50,CONTEXTINSENSITIVE,NONE,DEFAULT,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
net.khertan.forrunners_101030.apk,config_FlowDroid_26.xml,26,0,167144.7165,FLOWSENSITIVE,4,DEFAULT,NONE,SPARK,CONTEXTFLOWSENSITIVE,ARRAYONLY,120,50,CONTEXTINSENSITIVE,NONE,DEFAULT,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
daniel_32.flexiblewallpaper_2.apk,config_FlowDroid_26.xml,26,0,90112.26411,FLOWSENSITIVE,4,DEFAULT,NONE,SPARK,CONTEXTFLOWSENSITIVE,ARRAYONLY,120,50,CONTEXTINSENSITIVE,NONE,DEFAULT,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
com.miqote.shanawp_10.apk,config_FlowDroid_26.xml,26,0,93738.84244,FLOWSENSITIVE,4,DEFAULT,NONE,SPARK,CONTEXTFLOWSENSITIVE,ARRAYONLY,120,50,CONTEXTINSENSITIVE,NONE,DEFAULT,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
protect.budgetwatch_29.apk,config_FlowDroid_26.xml,26,5,365908.9932,FLOWSENSITIVE,4,DEFAULT,NONE,SPARK,CONTEXTFLOWSENSITIVE,ARRAYONLY,120,50,CONTEXTINSENSITIVE,NONE,DEFAULT,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
