apk,config,config_number,num_flows,time,aliasalgo,aplength,callbackanalyzer,codeelimination,cgalgo,dataflowsolver,implicit,maxcallbackspercomponent,maxcallbacksdepth,pathalgo,staticmode,taintwrapper,aliasflowins,nocallbacks,noexceptions,nothischainreduction,onesourceatatime,onecomponentatatime,pathspecificresults,enablereflection,singlejoinpointabstraction
com.miqote.shanawp_10.apk,config_FlowDroid_0.xml,0,0,27626.27659,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
net.tedstein.AndroSS_17.apk,config_FlowDroid_0.xml,0,0,35533.52122,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
uk.co.yahoo.p1rpp.calendartrigger_7.apk,config_FlowDroid_0.xml,0,53,51305.20388,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
com.notriddle.budget_44.apk,config_FlowDroid_0.xml,0,0,35405.03909,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.dyndns.sven_ola.debian_kit_6.apk,config_FlowDroid_0.xml,0,0,36422.8103,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
protect.budgetwatch_29.apk,config_FlowDroid_0.xml,0,0,92423.2186,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ru.henridellal.dialer_10.apk,config_FlowDroid_0.xml,0,0,41083.385,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
eu.polarclock_10.apk,config_FlowDroid_0.xml,0,0,31005.25941,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.ninthfloor.copperpdf_4.apk,config_FlowDroid_0.xml,0,0,28179.27958,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
jackpal.androidterm_72.apk,config_FlowDroid_0.xml,0,0,46237.58843,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
trikita.talalarmo_19.apk,config_FlowDroid_0.xml,0,0,51353.56865,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
net.zygotelabs.locker_11.apk,config_FlowDroid_0.xml,0,0,34298.17062,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.jsl.wfwt_14.apk,config_FlowDroid_0.xml,0,6,46374.57343,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
net.osmand.plus_355.apk,config_FlowDroid_0.xml,0,8,630492.8323,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.tuxpaint_923.apk,config_FlowDroid_0.xml,0,0,54466.63609,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
com.nutomic.ensichat_17.apk,config_FlowDroid_0.xml,0,0,168805.2269,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.dnaq.dialer2_17.apk,config_FlowDroid_0.xml,0,13,35130.27493,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
com.materialos.cm.theme_5.apk,config_FlowDroid_0.xml,0,0,20279.11768,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.jfedor.frozenbubble_54.apk,config_FlowDroid_0.xml,0,6,732787.3627,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
com.github.yeriomin.workoutlog_2.apk,config_FlowDroid_0.xml,0,1,46241.62423,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
com.gitlab.ardash.appleflinger.android_1005006.apk,config_FlowDroid_0.xml,0,0,75822.20276,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
daniel_32.flexiblewallpaper_2.apk,config_FlowDroid_0.xml,0,0,23994.49594,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
io.github.alketii.mightyknight_1.apk,config_FlowDroid_0.xml,0,0,45644.39382,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
io.github.lonamiwebs.klooni_820.apk,config_FlowDroid_0.xml,0,0,108880.9537,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
pt.isec.tp.am_4.apk,config_FlowDroid_0.xml,0,0,30222.74633,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
anupam.acrylic_17.apk,config_FlowDroid_0.xml,0,0,30434.78023,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
eu.kanade.tachiyomi_41.apk,config_FlowDroid_0.xml,0,95,1503586.687,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
com.angrydoughnuts.android.alarmclock_15.apk,config_FlowDroid_0.xml,0,33,56086.45295,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
net.khertan.forrunners_101030.apk,config_FlowDroid_0.xml,0,0,46490.89513,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.zamedev.gloomydungeons2.opensource_1602221800.apk,config_FlowDroid_0.xml,0,7,403294.9462,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
nya.miku.wishmaster_54.apk,config_FlowDroid_0.xml,0,55,2236876.857,FLOWSENSITIVE,2,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ARRAYONLY,1,0,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.jfedor.frozenbubble_54.apk,config_FlowDroid_1.xml,1,0,90341.55713,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
net.zygotelabs.locker_11.apk,config_FlowDroid_1.xml,1,0,46446.13392,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
com.github.yeriomin.workoutlog_2.apk,config_FlowDroid_1.xml,1,0,55244.22853,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
uk.co.yahoo.p1rpp.calendartrigger_7.apk,config_FlowDroid_1.xml,1,0,53253.21788,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
com.notriddle.budget_44.apk,config_FlowDroid_1.xml,1,0,37079.73851,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
jackpal.androidterm_72.apk,config_FlowDroid_1.xml,1,0,71180.93455,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
com.miqote.shanawp_10.apk,config_FlowDroid_1.xml,1,0,40740.97387,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
trikita.talalarmo_19.apk,config_FlowDroid_1.xml,1,0,100485.7516,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
net.tedstein.AndroSS_17.apk,config_FlowDroid_1.xml,1,0,46738.02561,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
org.ninthfloor.copperpdf_4.apk,config_FlowDroid_1.xml,1,0,39098.42276,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
eu.polarclock_10.apk,config_FlowDroid_1.xml,1,0,29811.05641,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
ru.henridellal.dialer_10.apk,config_FlowDroid_1.xml,1,0,44430.46562,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
org.jsl.wfwt_14.apk,config_FlowDroid_1.xml,1,0,64968.32485,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
org.tuxpaint_923.apk,config_FlowDroid_1.xml,1,0,68375.46207,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
org.dnaq.dialer2_17.apk,config_FlowDroid_1.xml,1,0,49090.77764,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
anupam.acrylic_17.apk,config_FlowDroid_1.xml,1,0,42600.7109,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
daniel_32.flexiblewallpaper_2.apk,config_FlowDroid_1.xml,1,0,30677.24087,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
com.materialos.cm.theme_5.apk,config_FlowDroid_1.xml,1,0,26193.90176,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
org.zamedev.gloomydungeons2.opensource_1602221800.apk,config_FlowDroid_1.xml,1,0,111999.3922,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
io.github.alketii.mightyknight_1.apk,config_FlowDroid_1.xml,1,0,63650.85961,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
pt.isec.tp.am_4.apk,config_FlowDroid_1.xml,1,0,53955.65697,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
nya.miku.wishmaster_54.apk,config_FlowDroid_1.xml,1,0,174422.8162,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
io.github.lonamiwebs.klooni_820.apk,config_FlowDroid_1.xml,1,0,154851.0102,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
com.nutomic.ensichat_17.apk,config_FlowDroid_1.xml,1,0,481445.3081,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
com.gitlab.ardash.appleflinger.android_1005006.apk,config_FlowDroid_1.xml,1,0,114874.5836,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
net.khertan.forrunners_101030.apk,config_FlowDroid_1.xml,1,0,52935.60844,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
org.dyndns.sven_ola.debian_kit_6.apk,config_FlowDroid_1.xml,1,0,43462.73527,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
eu.kanade.tachiyomi_41.apk,config_FlowDroid_1.xml,1,0,4482012.591,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
net.osmand.plus_355.apk,config_FlowDroid_1.xml,1,0,6484389.623,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
protect.budgetwatch_29.apk,config_FlowDroid_1.xml,1,0,7213223.146,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
com.angrydoughnuts.android.alarmclock_15.apk,config_FlowDroid_1.xml,1,0,7203868.846,PTSBASED,3,DEFAULT,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,ALL,50,0,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
org.ninthfloor.copperpdf_4.apk,config_FlowDroid_2.xml,2,0,33220.17372,LAZY,4,DEFAULT,NONE,RTA,FLOWINSENSITIVE,NONE,80,0,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
org.jsl.wfwt_14.apk,config_FlowDroid_2.xml,2,0,58358.60562,LAZY,4,DEFAULT,NONE,RTA,FLOWINSENSITIVE,NONE,80,0,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
uk.co.yahoo.p1rpp.calendartrigger_7.apk,config_FlowDroid_2.xml,2,0,44199.948,LAZY,4,DEFAULT,NONE,RTA,FLOWINSENSITIVE,NONE,80,0,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
net.tedstein.AndroSS_17.apk,config_FlowDroid_2.xml,2,0,37508.681,LAZY,4,DEFAULT,NONE,RTA,FLOWINSENSITIVE,NONE,80,0,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
org.tuxpaint_923.apk,config_FlowDroid_2.xml,2,0,70752.37849,LAZY,4,DEFAULT,NONE,RTA,FLOWINSENSITIVE,NONE,80,0,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
jackpal.androidterm_72.apk,config_FlowDroid_2.xml,2,0,86445.07304,LAZY,4,DEFAULT,NONE,RTA,FLOWINSENSITIVE,NONE,80,0,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
com.github.yeriomin.workoutlog_2.apk,config_FlowDroid_2.xml,2,0,46757.48061,LAZY,4,DEFAULT,NONE,RTA,FLOWINSENSITIVE,NONE,80,0,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
ru.henridellal.dialer_10.apk,config_FlowDroid_2.xml,2,1,74313.47734,LAZY,4,DEFAULT,NONE,RTA,FLOWINSENSITIVE,NONE,80,0,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
org.dnaq.dialer2_17.apk,config_FlowDroid_2.xml,2,0,37566.09246,LAZY,4,DEFAULT,NONE,RTA,FLOWINSENSITIVE,NONE,80,0,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
org.dyndns.sven_ola.debian_kit_6.apk,config_FlowDroid_2.xml,2,0,48763.74427,LAZY,4,DEFAULT,NONE,RTA,FLOWINSENSITIVE,NONE,80,0,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
pt.isec.tp.am_4.apk,config_FlowDroid_2.xml,2,0,57840.81001,LAZY,4,DEFAULT,NONE,RTA,FLOWINSENSITIVE,NONE,80,0,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
net.khertan.forrunners_101030.apk,config_FlowDroid_2.xml,2,0,59282.36557,LAZY,4,DEFAULT,NONE,RTA,FLOWINSENSITIVE,NONE,80,0,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
io.github.lonamiwebs.klooni_820.apk,config_FlowDroid_2.xml,2,0,140955.2212,LAZY,4,DEFAULT,NONE,RTA,FLOWINSENSITIVE,NONE,80,0,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
anupam.acrylic_17.apk,config_FlowDroid_2.xml,2,0,43535.53101,LAZY,4,DEFAULT,NONE,RTA,FLOWINSENSITIVE,NONE,80,0,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
eu.polarclock_10.apk,config_FlowDroid_2.xml,2,0,31646.68377,LAZY,4,DEFAULT,NONE,RTA,FLOWINSENSITIVE,NONE,80,0,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
com.gitlab.ardash.appleflinger.android_1005006.apk,config_FlowDroid_2.xml,2,0,118390.2276,LAZY,4,DEFAULT,NONE,RTA,FLOWINSENSITIVE,NONE,80,0,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
trikita.talalarmo_19.apk,config_FlowDroid_2.xml,2,0,413451.5686,LAZY,4,DEFAULT,NONE,RTA,FLOWINSENSITIVE,NONE,80,0,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
