apk,category,generating_script,true_positive,successful,time,category_precision,category_recall,category_fmeasure,run_precision,run_recall,run_fmeasure,precision,recall,f-measure
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/GeneralJava/Exceptions2.apk,GeneralJava,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgofs.xml,TRUE,TRUE,11066,0.764705882,0.619047619,0.684210526,0.88172043,0.5125,0.648221344,1.0,1.0,1.0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/GeneralJava/Exceptions3.apk,GeneralJava,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgofs.xml,FALSE,FALSE,8819,0.764705882,0.619047619,0.684210526,0.88172043,0.5125,0.648221344,0.0,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/GeneralJava/Exceptions4.apk,GeneralJava,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,9256,0.764705882,0.619047619,0.684210526,0.88172043,0.5125,0.648221344,0,0.0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/GeneralJava/Exceptions5.apk,GeneralJava,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,10581,0.764705882,0.619047619,0.684210526,0.88172043,0.5125,0.648221344,0,0.0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/GeneralJava/Exceptions6.apk,GeneralJava,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgofs.xml,TRUE,TRUE,9682,0.764705882,0.619047619,0.684210526,0.88172043,0.5125,0.648221344,1.0,1.0,1.0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/GeneralJava/Exceptions7.apk,GeneralJava,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgofs.xml,FALSE,TRUE,12004,0.764705882,0.619047619,0.684210526,0.88172043,0.5125,0.648221344,0,0,0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/GeneralJava/FactoryMethods1.apk,GeneralJava,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgofs.xml,TRUE,TRUE,12659,0.764705882,0.619047619,0.684210526,0.88172043,0.5125,0.648221344,1.0,1.0,1.0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/GeneralJava/Loop1.apk,GeneralJava,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgofs.xml,TRUE,TRUE,7981,0.764705882,0.619047619,0.684210526,0.88172043,0.5125,0.648221344,1.0,1.0,1.0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/GeneralJava/Loop2.apk,GeneralJava,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgofs.xml,TRUE,TRUE,14680,0.764705882,0.619047619,0.684210526,0.88172043,0.5125,0.648221344,1.0,1.0,1.0
/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/GeneralJava/Serialization1.apk,GeneralJava,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgofs.xml,TRUE,FALSE,10585,0.764705882,0.619047619,0.684210526,0.88172043,0.5125,0.648221344,0,0.0,0
