"","config","f1","f2","f3","f-measure","time1","time2","time3","time","completed1","completed2","completed3","completed","aliasalgo","aplength","callbackanalyzer","codeelimination","cgalgo","dataflowsolver","implicit","maxcallbackspercomponent","maxcallbacksdepth","pathalgo","staticmode","taintwrapper","aliasflowins","analyzeframeworks","nocallbacks","noexceptions","nothischainreduction","onesourceatatime","onecomponentatatime","pathspecificresults","enablereflection","singlejoinpointabstraction"
"85","/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/2-way/config_FlowDroid_2way_72.xml",0.549180328,0.549180328,0.549180328,0.549180328,7221933,7066551,7810015,7221933,198,198,197,198,"NONE",3,"DEFAULT","PROPAGATECONSTS","RTA","FLOWINSENSITIVE","ALL",80,120,"CONTEXTINSENSITIVE","NONE","EASY",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"86","/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/2-way/config_FlowDroid_2way_73.xml",0.543933054,0.543933054,0.543933054,0.543933054,10632061,10495778,10299454,10495778,191,191,191,191,"FLOWSENSITIVE",4,"FAST","PROPAGATECONSTS","SPARK","FLOWINSENSITIVE","NONE",90,120,"SOURCESONLY","NONE","DEFAULT",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"87","/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/2-way/config_FlowDroid_2way_74.xml",0.433962264,0.433962264,0.433962264,0.433962264,7287846,7285921,7676321,7287846,198,198,198,198,"LAZY",5,"DEFAULT","REMOVECODE","GEOM","FLOWINSENSITIVE","NONE",100,120,"SOURCESONLY","CONTEXTFLOWSENSITIVE","NONE",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"88","/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/2-way/config_FlowDroid_2way_75.xml",0.5,0.5,0.5,0.5,8300985,7581208,8095893,8095893,197,198,198,198,"PTSBASED",7,"DEFAULT","REMOVECODE","AUTO","CONTEXTFLOWSENSITIVE","NONE",110,120,"CONTEXTINSENSITIVE","NONE","DEFAULTFALLBACK",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"89","/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/2-way/config_FlowDroid_2way_76.xml",0.506550218,0.506550218,0.506550218,0.506550218,6104685,5595815,5827389,5827389,197,197,197,197,"LAZY",10,"FAST","REMOVECODE","RTA","FLOWINSENSITIVE","NONE",120,120,"CONTEXTSENSITIVE","NONE","DEFAULT",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"90","/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/2-way/config_FlowDroid_2way_77.xml",0.433962264,0.433962264,0.433962264,0.433962264,6868202,6850958,7074726,6868202,198,198,198,198,"FLOWSENSITIVE",20,"DEFAULT","NONE","SPARK","CONTEXTFLOWSENSITIVE","NONE",150,120,"SOURCESONLY","CONTEXTFLOWSENSITIVE","DEFAULT",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"91","/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/2-way/config_FlowDroid_2way_78.xml",0.346938776,0.346938776,0.346938776,0.346938776,7852990,8062378,7996123,7996123,198,198,198,198,"LAZY",1,"FAST","REMOVECODE","GEOM","CONTEXTFLOWSENSITIVE","ARRAYONLY",200,120,"SOURCESONLY","CONTEXTFLOWINSENSITIVE","DEFAULTFALLBACK",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"92","/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/2-way/config_FlowDroid_2way_79.xml",0.567901235,0.567901235,0.567901235,0.567901235,5257021,4156719,4417988,4417988,197,198,198,198,"NONE",2,"DEFAULT","REMOVECODE","RTA","FLOWINSENSITIVE","NONE",600,120,"CONTEXTSENSITIVE","CONTEXTFLOWINSENSITIVE","EASY",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"93","/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/2-way/config_FlowDroid_2way_8.xml",0.352941176,0.352941176,0.352941176,0.352941176,3366499,3485625,3478490,3478490,198,198,198,198,"PTSBASED",2,"DEFAULT","NONE","RTA","CONTEXTFLOWSENSITIVE","ALL",200,0,"CONTEXTINSENSITIVE","CONTEXTFLOWSENSITIVE","NONE",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"94","/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/2-way/config_FlowDroid_2way_80.xml",0.427906977,0.427906977,0.427906977,0.427906977,6081378,5966971,6122898,6081378,198,198,198,198,"PTSBASED",3,"DEFAULT","NONE","CHA","CONTEXTFLOWSENSITIVE","NONE",1,150,"SOURCESONLY","CONTEXTFLOWSENSITIVE","DEFAULTFALLBACK",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"95","/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/2-way/config_FlowDroid_2way_81.xml",0.567901235,0.567901235,0.567901235,0.567901235,4658860,4304796,5011183,4658860,198,198,197,198,"LAZY",4,"FAST","REMOVECODE","VTA","FLOWINSENSITIVE","ARRAYONLY",50,150,"CONTEXTSENSITIVE","CONTEXTFLOWINSENSITIVE","NONE",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"96","/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/2-way/config_FlowDroid_2way_82.xml",0.44549763,0.452830189,0.44549763,0.44549763,6774856,6903119,6749171,6774856,198,197,198,198,"NONE",5,"DEFAULT","PROPAGATECONSTS","RTA","CONTEXTFLOWSENSITIVE","ALL",80,150,"CONTEXTINSENSITIVE","NONE","EASY",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"97","/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/2-way/config_FlowDroid_2way_83.xml",0.625482625,0.625482625,0.625482625,0.625482625,4761842,4261205,4916172,4761842,198,198,198,198,"FLOWSENSITIVE",7,"DEFAULT","PROPAGATECONSTS","SPARK","FLOWINSENSITIVE","NONE",90,150,"CONTEXTSENSITIVE","NONE","DEFAULT",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"98","/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/2-way/config_FlowDroid_2way_84.xml",0.616,0.616,0.616,0.616,6479923,6013027,6923943,6479923,198,198,197,198,"NONE",10,"FAST","REMOVECODE","GEOM","FLOWINSENSITIVE","ARRAYONLY",100,150,"CONTEXTSENSITIVE","CONTEXTFLOWSENSITIVE","NONE",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"99","/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/2-way/config_FlowDroid_2way_85.xml",0.469026549,0.469026549,0.469026549,0.469026549,4523127,4122349,4293369,4293369,198,198,198,198,"PTSBASED",20,"FAST","REMOVECODE","AUTO","FLOWINSENSITIVE","ARRAYONLY",110,150,"CONTEXTSENSITIVE","NONE","NONE",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"100","/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/2-way/config_FlowDroid_2way_86.xml",0.6,0.6,0.6,0.6,4600457,3948248,4452078,4452078,198,198,198,198,"PTSBASED",1,"FAST","REMOVECODE","CHA","FLOWINSENSITIVE","ARRAYONLY",120,150,"CONTEXTINSENSITIVE","CONTEXTFLOWINSENSITIVE","DEFAULT",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"101","/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/2-way/config_FlowDroid_2way_87.xml",0.616600791,0.616600791,0.616600791,0.616600791,4557098,3928342,4741233,4557098,198,198,198,198,"PTSBASED",2,"FAST","PROPAGATECONSTS","VTA","FLOWINSENSITIVE","ARRAYONLY",150,150,"CONTEXTSENSITIVE","CONTEXTFLOWINSENSITIVE","NONE",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"102","/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/2-way/config_FlowDroid_2way_88.xml",0.345177665,0.345177665,0.345177665,0.345177665,4284696,3721210,4182047,4182047,198,198,198,198,"NONE",4,"FAST","REMOVECODE","AUTO","CONTEXTFLOWSENSITIVE","NONE",200,150,"SOURCESONLY","NONE","DEFAULT",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"103","/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/2-way/config_FlowDroid_2way_89.xml",0.586206897,0.586206897,0.586206897,0.586206897,4436015,3872203,4651033,4436015,198,198,198,198,"NONE",10,"FAST","PROPAGATECONSTS","CHA","CONTEXTFLOWSENSITIVE","NONE",600,150,"CONTEXTSENSITIVE","CONTEXTFLOWSENSITIVE","EASY",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"104","/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/2-way/config_FlowDroid_2way_9.xml",0.602409639,0.602409639,0.602409639,0.602409639,8491780,8426442,10212348,8491780,198,198,196,198,"LAZY",3,"FAST","REMOVECODE","SPARK","FLOWINSENSITIVE","ARRAYONLY",600,0,"CONTEXTINSENSITIVE","CONTEXTFLOWSENSITIVE","EASY",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"105","/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/2-way/config_FlowDroid_2way_90.xml",0.427906977,0.427906977,0.427906977,0.427906977,5713790,5567421,5705884,5705884,198,198,198,198,"PTSBASED",3,"DEFAULT","NONE","CHA","CONTEXTFLOWSENSITIVE","NONE",1,200,"SOURCESONLY","CONTEXTFLOWSENSITIVE","DEFAULTFALLBACK",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"106","/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/2-way/config_FlowDroid_2way_91.xml",0.567901235,0.567901235,0.567901235,0.567901235,4294420,3601678,4374176,4294420,198,198,198,198,"LAZY",4,"FAST","REMOVECODE","VTA","FLOWINSENSITIVE","ARRAYONLY",50,200,"CONTEXTSENSITIVE","CONTEXTFLOWINSENSITIVE","NONE",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"107","/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/2-way/config_FlowDroid_2way_92.xml",0.438095238,0.438095238,0.438095238,0.438095238,5030554,4301287,4322358,4322358,197,198,198,198,"NONE",5,"DEFAULT","PROPAGATECONSTS","RTA","CONTEXTFLOWSENSITIVE","ALL",80,200,"CONTEXTINSENSITIVE","NONE","EASY",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"108","/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/2-way/config_FlowDroid_2way_93.xml",0.493150685,0.493150685,0.493150685,0.493150685,6674013,6071022,6108227,6108227,198,198,198,198,"FLOWSENSITIVE",7,"DEFAULT","REMOVECODE","SPARK","CONTEXTFLOWSENSITIVE","ALL",90,200,"CONTEXTINSENSITIVE","CONTEXTFLOWINSENSITIVE","DEFAULT",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"109","/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/2-way/config_FlowDroid_2way_94.xml",0.476635514,0.476635514,0.476635514,0.476635514,8032304,7255652,8237964,8032304,198,198,196,198,"FLOWSENSITIVE",10,"DEFAULT","NONE","GEOM","CONTEXTFLOWSENSITIVE","ARRAYONLY",100,200,"CONTEXTSENSITIVE","NONE","EASY",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"110","/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/2-way/config_FlowDroid_2way_95.xml",0.506437768,0.506437768,0.506437768,0.506437768,7179824,6367641,6387552,6387552,196,195,196,196,"NONE",20,"FAST","REMOVECODE","AUTO","FLOWINSENSITIVE","ALL",110,200,"SOURCESONLY","CONTEXTFLOWINSENSITIVE","DEFAULTFALLBACK",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"111","/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/2-way/config_FlowDroid_2way_96.xml",0.477477477,0.477477477,0.477477477,0.477477477,4580422,4009141,4532180,4532180,198,198,197,198,"PTSBASED",1,"FAST","REMOVECODE","AUTO","CONTEXTFLOWSENSITIVE","ALL",120,200,"CONTEXTSENSITIVE","CONTEXTFLOWINSENSITIVE","EASY",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"112","/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/2-way/config_FlowDroid_2way_97.xml",0.348258706,0.348258706,0.348258706,0.348258706,4261408,3797782,4333154,4261408,198,198,197,198,"PTSBASED",2,"FAST","REMOVECODE","RTA","CONTEXTFLOWSENSITIVE","ALL",150,200,"CONTEXTINSENSITIVE","CONTEXTFLOWSENSITIVE","EASY",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"113","/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/2-way/config_FlowDroid_2way_98.xml",0.65648855,0.65648855,0.65648855,0.65648855,4305558,3857244,4307079,4305558,198,198,198,198,"PTSBASED",1,"FAST","PROPAGATECONSTS","SPARK","FLOWINSENSITIVE","ARRAYONLY",200,200,"CONTEXTINSENSITIVE","CONTEXTFLOWINSENSITIVE","EASY",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"114","/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/2-way/config_FlowDroid_2way_99.xml",0.374384236,0.374384236,0.374384236,0.374384236,5826817,5396490,5903038,5826817,198,198,197,198,"FLOWSENSITIVE",7,"DEFAULT","REMOVECODE","RTA","CONTEXTFLOWSENSITIVE","ALL",600,200,"CONTEXTINSENSITIVE","NONE","DEFAULTFALLBACK",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
